"Tanggal","Produk","Permintaan","Aterpen","StokBegint","StokEnd","Stockout","Defisit"
2025-11-26,"P-02",5,0,0,0,1,5
2025-11-26,"P-03",30,0,403,373,0,0
2025-11-26,"P-04",40,0,483,443,0,0
2025-11-26,"P-05",55,385,1816,1761,0,0
2025-11-26,"P-06",45,0,2025,1980,0,0
2025-11-27,"P-01",9,0,36,27,0,0
2025-11-27,"P-02",20,0,0,0,1,20
2025-11-27,"P-03",33,0,373,340,0,0
2025-11-27,"P-04",41,0,443,402,0,0
2025-11-27,"P-05",53,0,1761,1708,0,0
2025-11-27,"P-06",51,0,1980,1929,0,0
2025-11-28,"P-01",6,0,27,21,0,0
2025-11-28,"P-02",4,63,63,59,0,0
2025-11-28,"P-03",40,0,340,300,0,0
2025-11-28,"P-04",56,280,682,626,0,0
2025-11-28,"P-05",44,0,1708,1664,0,0
2025-11-28,"P-06",62,0,1929,1867,0,0
2025-11-29,"P-01",11,0,21,10,0,0
2025-11-29,"P-02",2,0,59,57,0,0
2025-11-29,"P-03",30,0,300,270,0,0
2025-11-29,"P-04",32,0,626,594,0,0
2025-11-29,"P-05",57,0,1664,1607,0,0
2025-11-29,"P-06",56,0,1867,1811,0,0
2025-12-01,"P-01",1,42,52,51,0,0
2025-12-01,"P-02",7,0,57,50,0,0
2025-12-01,"P-03",66,0,270,204,0,0
2025-12-01,"P-04",76,0,594,518,0,0
2025-12-01,"P-05",50,0,1607,1557,0,0
2025-12-01,"P-06",83,0,1811,1728,0,0
2025-12-02,"P-01",9,0,51,42,0,0
2025-12-02,"P-02",8,0,50,42,0,0
2025-12-02,"P-03",56,0,204,148,0,0
2025-12-02,"P-04",79,0,518,439,0,0
2025-12-02,"P-05",47,0,1557,1510,0,0
2025-12-02,"P-06",75,455,2183,2108,0,0
2025-12-03,"P-01",10,0,42,32,0,0
2025-12-03,"P-02",0,0,42,42,0,0
2025-12-03,"P-03",64,0,148,84,0,0
2025-12-03,"P-04",82,0,439,357,0,0
2025-12-03,"P-05",60,0,1510,1450,0,0
2025-12-03,"P-06",54,0,2108,2054,0,0
2025-12-04,"P-01",6,0,32,26,0,0
2025-12-04,"P-02",1,0,42,41,0,0
2025-12-04,"P-03",55,0,84,29,0,0
2025-12-04,"P-04",77,0,357,280,0,0
2025-12-04,"P-05",57,0,1450,1393,0,0
2025-12-04,"P-06",71,0,2054,1983,0,0
2025-12-05,"P-01",5,0,26,21,0,0
2025-12-05,"P-02",0,0,41,41,0,0
2025-12-05,"P-03",69,0,29,0,1,40
2025-12-05,"P-04",67,0,280,213,0,0
2025-12-05,"P-05",46,0,1393,1347,0,0
2025-12-05,"P-06",60,0,1983,1923,0,0
2025-12-06,"P-01",3,0,21,18,0,0
2025-12-06,"P-02",5,0,41,36,0,0
2025-12-06,"P-03",51,0,0,0,1,51
2025-12-06,"P-04",79,0,213,134,0,0
2025-12-06,"P-05",61,385,1732,1671,0,0
2025-12-06,"P-06",70,0,1923,1853,0,0
2025-12-08,"P-01",8,0,18,10,0,0
2025-12-08,"P-02",5,63,99,94,0,0
2025-12-08,"P-03",66,0,0,0,1,66
2025-12-08,"P-04",73,0,134,61,0,0
2025-12-08,"P-05",49,0,1671,1622,0,0
2025-12-08,"P-06",66,0,1853,1787,0,0
2025-12-09,"P-01",20,0,10,0,1,10
2025-12-09,"P-02",0,0,94,94,0,0
2025-12-09,"P-03",40,0,0,0,1,40
2025-12-09,"P-04",89,0,61,0,1,28
2025-12-09,"P-05",43,0,1622,1579,0,0
2025-12-09,"P-06",76,455,2242,2166,0,0
2025-12-10,"P-01",4,0,0,0,1,4
2025-12-10,"P-02",12,0,94,82,0,0
2025-12-10,"P-03",52,0,0,0,1,52
2025-12-10,"P-04",66,0,0,0,1,66
2025-12-10,"P-05",57,385,1964,1907,0,0
2025-12-10,"P-06",74,0,2166,2092,0,0
2025-12-11,"P-01",4,0,0,0,1,4
2025-12-11,"P-02",4,63,145,141,0,0
2025-12-11,"P-03",72,0,0,0,1,72
2025-12-11,"P-04",80,0,0,0,1,80
2025-12-11,"P-05",57,0,1907,1850,0,0
2025-12-11,"P-06",74,0,2092,2018,0,0
2025-12-12,"P-01",1,42,42,41,0,0
2025-12-12,"P-02",5,0,141,136,0,0
2025-12-12,"P-03",60,420,420,360,0,0
2025-12-12,"P-04",76,0,0,0,1,76
2025-12-12,"P-05",47,0,1850,1803,0,0
2025-12-12,"P-06",76,0,2018,1942,0,0
2025-12-13,"P-01",1,0,41,40,0,0
2025-12-13,"P-02",8,0,136,128,0,0
2025-12-13,"P-03",62,0,360,298,0,0
2025-12-13,"P-04",70,0,0,0,1,70
2025-12-13,"P-05",51,0,1803,1752,0,0
2025-12-13,"P-06",80,0,1942,1862,0,0
2025-12-15,"P-01",2,0,40,38,0,0
2025-12-15,"P-02",3,0,128,125,0,0
2025-12-15,"P-03",59,0,298,239,0,0
2025-12-15,"P-04",68,280,280,212,0,0
2025-12-15,"P-05",61,0,1752,1691,0,0
2025-12-15,"P-06",63,0,1862,1799,0,0
2025-12-16,"P-01",15,42,80,65,0,0
2025-12-16,"P-02",1,0,125,124,0,0
2025-12-16,"P-03",55,0,239,184,0,0
2025-12-16,"P-04",70,0,212,142,0,0
2025-12-16,"P-05",64,0,1691,1627,0,0
2025-12-16,"P-06",79,0,1799,1720,0,0
2025-12-17,"P-01",10,42,107,97,0,0
2025-12-17,"P-02",5,0,124,119,0,0
2025-12-17,"P-03",60,0,184,124,0,0
2025-12-17,"P-04",86,0,142,56,0,0
2025-12-17,"P-05",49,0,1627,1578,0,0
2025-12-17,"P-06",73,455,2175,2102,0,0
2025-12-18,"P-01",3,0,97,94,0,0
2025-12-18,"P-02",27,0,119,92,0,0
2025-12-18,"P-03",54,210,334,280,0,0
2025-12-18,"P-04",75,0,56,0,1,19
2025-12-18,"P-05",48,0,1578,1530,0,0
2025-12-18,"P-06",64,0,2102,2038,0,0
2025-12-19,"P-01",7,0,94,87,0,0
2025-12-19,"P-02",10,63,155,145,0,0
2025-12-19,"P-03",54,0,280,226,0,0
2025-12-19,"P-04",81,0,0,0,1,81
2025-12-19,"P-05",51,0,1530,1479,0,0
2025-12-19,"P-06",72,0,2038,1966,0,0
2025-12-20,"P-01",0,0,87,87,0,0
2025-12-20,"P-02",4,0,145,141,0,0
2025-12-20,"P-03",60,0,226,166,0,0
2025-12-20,"P-04",73,280,280,207,0,0
2025-12-20,"P-05",52,385,1864,1812,0,0
2025-12-20,"P-06",67,0,1966,1899,0,0
2025-12-22,"P-01",8,0,87,79,0,0
2025-12-22,"P-02",16,0,141,125,0,0
2025-12-22,"P-03",52,0,166,114,0,0
2025-12-22,"P-04",84,0,207,123,0,0
2025-12-22,"P-05",46,0,1812,1766,0,0
2025-12-22,"P-06",62,0,1899,1837,0,0
2025-12-23,"P-01",4,0,79,75,0,0
2025-12-23,"P-02",10,63,188,178,0,0
2025-12-23,"P-03",47,0,114,67,0,0
2025-12-23,"P-04",77,0,123,46,0,0
2025-12-23,"P-05",54,0,1766,1712,0,0
2025-12-23,"P-06",61,0,1837,1776,0,0
2025-12-24,"P-01",23,0,75,52,0,0
2025-12-24,"P-02",5,0,178,173,0,0
2025-12-24,"P-03",55,0,67,12,0,0
2025-12-24,"P-04",75,0,46,0,1,29
2025-12-24,"P-05",63,385,2097,2034,0,0
2025-12-24,"P-06",70,455,2231,2161,0,0
2025-12-25,"P-01",1,0,52,51,0,0
2025-12-25,"P-02",2,0,173,171,0,0
2025-12-25,"P-03",55,0,12,0,1,43
2025-12-25,"P-04",83,0,0,0,1,83
2025-12-25,"P-05",56,0,2034,1978,0,0
2025-12-25,"P-06",63,0,2161,2098,0,0
2025-12-26,"P-01",2,0,51,49,0,0
2025-12-26,"P-02",12,0,171,159,0,0
2025-12-26,"P-03",64,0,0,0,1,64
2025-12-26,"P-04",64,0,0,0,1,64
2025-12-26,"P-05",53,0,1978,1925,0,0
2025-12-26,"P-06",60,0,2098,2038,0,0
2025-12-27,"P-01",1,0,49,48,0,0
2025-12-27,"P-02",19,0,159,140,0,0
2025-12-27,"P-03",62,0,0,0,1,62
2025-12-27,"P-04",83,280,280,197,0,0
2025-12-27,"P-05",55,0,1925,1870,0,0
2025-12-27,"P-06",70,0,2038,1968,0,0
2025-12-29,"P-01",16,42,90,74,0,0
2025-12-29,"P-02",5,0,140,135,0,0
2025-12-29,"P-03",57,0,0,0,1,57
2025-12-29,"P-04",80,0,197,117,0,0
2025-12-29,"P-05",46,0,1870,1824,0,0
2025-12-29,"P-06",73,0,1968,1895,0,0
2025-12-30,"P-01",4,42,116,112,0,0
2025-12-30,"P-02",0,0,135,135,0,0
2025-12-30,"P-03",48,0,0,0,1,48
2025-12-30,"P-04",71,0,117,46,0,0
2025-12-30,"P-05",52,0,1824,1772,0,0
2025-12-30,"P-06",72,0,1895,1823,0,0
2025-12-31,"P-01",11,0,112,101,0,0
2025-12-31,"P-02",1,0,135,134,0,0
2025-12-31,"P-03",62,0,0,0,1,62
2025-12-31,"P-04",67,0,46,0,1,21
2025-12-31,"P-05",62,0,1772,1710,0,0
2025-12-31,"P-06",75,455,2278,2203,0,0
2026-01-01,"P-01",5,0,101,96,0,0
2026-01-01,"P-02",7,0,134,127,0,0
2026-01-01,"P-03",30,0,0,0,1,30
2026-01-01,"P-04",32,280,280,248,0,0
2026-01-01,"P-05",49,385,2095,2046,0,0
2026-01-01,"P-06",63,0,2203,2140,0,0
2026-01-02,"P-01",2,0,96,94,0,0
2026-01-02,"P-02",3,0,127,124,0,0
2026-01-02,"P-03",32,0,0,0,1,32
2026-01-02,"P-04",37,0,248,211,0,0
2026-01-02,"P-05",43,0,2046,2003,0,0
2026-01-02,"P-06",69,0,2140,2071,0,0
2026-01-03,"P-01",2,0,94,92,0,0
2026-01-03,"P-02",7,0,124,117,0,0
2026-01-03,"P-03",30,210,210,180,0,0
2026-01-03,"P-04",33,0,211,178,0,0
2026-01-03,"P-05",54,0,2003,1949,0,0
2026-01-03,"P-06",60,0,2071,2011,0,0
2026-01-05,"P-01",2,0,92,90,0,0
2026-01-05,"P-02",3,0,117,114,0,0
2026-01-05,"P-03",38,210,390,352,0,0
2026-01-05,"P-04",46,0,178,132,0,0
2026-01-05,"P-05",47,0,1949,1902,0,0
2026-01-05,"P-06",54,0,2011,1957,0,0
2026-01-06,"P-01",2,0,90,88,0,0
2026-01-06,"P-02",2,0,114,112,0,0
2026-01-06,"P-03",30,0,352,322,0,0
2026-01-06,"P-04",32,0,132,100,0,0
2026-01-06,"P-05",64,0,1902,1838,0,0
2026-01-06,"P-06",70,0,1957,1887,0,0
2026-01-07,"P-01",0,0,88,88,0,0
2026-01-07,"P-02",27,0,112,85,0,0
2026-01-07,"P-03",26,0,322,296,0,0
2026-01-07,"P-04",44,0,100,56,0,0
2026-01-07,"P-05",53,0,1838,1785,0,0
2026-01-07,"P-06",59,455,2342,2283,0,0
2026-01-08,"P-01",3,0,88,85,0,0
2026-01-08,"P-02",8,0,85,77,0,0
2026-01-08,"P-03",28,0,296,268,0,0
2026-01-08,"P-04",40,0,56,16,0,0
2026-01-08,"P-05",60,0,1785,1725,0,0
2026-01-08,"P-06",76,0,2283,2207,0,0
2026-01-09,"P-01",2,0,85,83,0,0
2026-01-09,"P-02",3,0,77,74,0,0
2026-01-09,"P-03",40,0,268,228,0,0
2026-01-09,"P-04",40,0,16,0,1,24
2026-01-09,"P-05",66,0,1725,1659,0,0
2026-01-09,"P-06",71,0,2207,2136,0,0
2026-01-10,"P-01",1,0,83,82,0,0
2026-01-10,"P-02",14,0,74,60,0,0
2026-01-10,"P-03",34,0,228,194,0,0
2026-01-10,"P-04",51,0,0,0,1,51
2026-01-10,"P-05",63,0,1659,1596,0,0
2026-01-10,"P-06",63,0,2136,2073,0,0
2026-01-12,"P-01",5,42,124,119,0,0
2026-01-12,"P-02",23,0,60,37,0,0
2026-01-12,"P-03",22,210,404,382,0,0
2026-01-12,"P-04",37,0,0,0,1,37
2026-01-12,"P-05",57,0,1596,1539,0,0
2026-01-12,"P-06",67,0,2073,2006,0,0
2026-01-13,"P-01",8,0,119,111,0,0
2026-01-13,"P-02",1,0,37,36,0,0
2026-01-13,"P-03",35,0,382,347,0,0
2026-01-13,"P-04",42,280,280,238,0,0
2026-01-13,"P-05",54,0,1539,1485,0,0
2026-01-13,"P-06",75,0,2006,1931,0,0
2026-01-14,"P-01",5,0,111,106,0,0
2026-01-14,"P-02",20,63,99,79,0,0
2026-01-14,"P-03",30,0,347,317,0,0
2026-01-14,"P-04",39,0,238,199,0,0
2026-01-14,"P-05",54,0,1485,1431,0,0
2026-01-14,"P-06",67,455,2386,2319,0,0
2026-01-15,"P-01",3,0,106,103,0,0
2026-01-15,"P-02",7,0,79,72,0,0
2026-01-15,"P-03",28,0,317,289,0,0
2026-01-15,"P-04",41,280,479,438,0,0
2026-01-15,"P-05",47,0,1431,1384,0,0
2026-01-15,"P-06",64,0,2319,2255,0,0
2026-01-16,"P-01",3,0,103,100,0,0
2026-01-16,"P-02",5,0,72,67,0,0
2026-01-16,"P-03",30,210,499,469,0,0
2026-01-16,"P-04",32,0,438,406,0,0
2026-01-16,"P-05",55,385,1769,1714,0,0
2026-01-16,"P-06",53,0,2255,2202,0,0
2026-01-17,"P-01",0,42,142,142,0,0
2026-01-17,"P-02",10,0,67,57,0,0
2026-01-17,"P-03",26,0,469,443,0,0
2026-01-17,"P-04",45,0,406,361,0,0
2026-01-17,"P-05",47,0,1714,1667,0,0
2026-01-17,"P-06",58,0,2202,2144,0,0
2026-01-19,"P-01",3,42,184,181,0,0
2026-01-19,"P-02",3,0,57,54,0,0
2026-01-19,"P-03",21,0,443,422,0,0
2026-01-19,"P-04",35,0,361,326,0,0
2026-01-19,"P-05",38,0,1667,1629,0,0
2026-01-19,"P-06",66,0,2144,2078,0,0
2026-01-20,"P-01",6,0,181,175,0,0
2026-01-20,"P-02",17,0,54,37,0,0
2026-01-20,"P-03",31,0,422,391,0,0
2026-01-20,"P-04",34,0,326,292,0,0
2026-01-20,"P-05",64,0,1629,1565,0,0
2026-01-20,"P-06",70,0,2078,2008,0,0
2026-01-21,"P-01",2,0,175,173,0,0
2026-01-21,"P-02",8,0,37,29,0,0
2026-01-21,"P-03",39,0,391,352,0,0
2026-01-21,"P-04",40,0,292,252,0,0
2026-01-21,"P-05",66,0,1565,1499,0,0
2026-01-21,"P-06",71,455,2463,2392,0,0
2026-01-22,"P-01",5,0,173,168,0,0
2026-01-22,"P-02",0,0,29,29,0,0
2026-01-22,"P-03",36,0,352,316,0,0
2026-01-22,"P-04",29,0,252,223,0,0
2026-01-22,"P-05",57,385,1884,1827,0,0
2026-01-22,"P-06",75,0,2392,2317,0,0
2026-01-23,"P-01",10,0,168,158,0,0
2026-01-23,"P-02",5,0,29,24,0,0
2026-01-23,"P-03",38,0,316,278,0,0
2026-01-23,"P-04",42,0,223,181,0,0
2026-01-23,"P-05",52,0,1827,1775,0,0
2026-01-23,"P-06",77,0,2317,2240,0,0
2026-01-24,"P-01",6,0,158,152,0,0
2026-01-24,"P-02",5,0,24,19,0,0
2026-01-24,"P-03",32,0,278,246,0,0
2026-01-24,"P-04",32,0,181,149,0,0
2026-01-24,"P-05",51,0,1775,1724,0,0
2026-01-24,"P-06",55,0,2240,2185,0,0
2026-01-26,"P-01",2,0,152,150,0,0
2026-01-26,"P-02",7,0,19,12,0,0
2026-01-26,"P-03",28,0,246,218,0,0
2026-01-26,"P-04",40,280,429,389,0,0
2026-01-26,"P-05",53,0,1724,1671,0,0
2026-01-26,"P-06",85,0,2185,2100,0,0
2026-01-27,"P-01",5,0,150,145,0,0
2026-01-27,"P-02",11,0,12,1,0,0
2026-01-27,"P-03",37,0,218,181,0,0
2026-01-27,"P-04",34,0,389,355,0,0
2026-01-27,"P-05",63,0,1671,1608,0,0
2026-01-27,"P-06",51,0,2100,2049,0,0
2026-01-28,"P-01",7,0,145,138,0,0
2026-01-28,"P-02",1,0,1,0,0,0
2026-01-28,"P-03",33,0,181,148,0,0
2026-01-28,"P-04",37,0,355,318,0,0
2026-01-28,"P-05",55,0,1608,1553,0,0
2026-01-28,"P-06",82,0,2049,1967,0,0
2026-01-29,"P-01",4,0,138,134,0,0
2026-01-29,"P-02",14,63,63,49,0,0
2026-01-29,"P-03",29,210,358,329,0,0
2026-01-29,"P-04",39,280,598,559,0,0
2026-01-29,"P-05",59,0,1553,1494,0,0
2026-01-29,"P-06",60,0,1967,1907,0,0
2026-01-30,"P-01",8,0,134,126,0,0
2026-01-30,"P-02",10,63,112,102,0,0
2026-01-30,"P-03",34,0,329,295,0,0
2026-01-30,"P-04",45,0,559,514,0,0
2026-01-30,"P-05",52,0,1494,1442,0,0
2026-01-30,"P-06",61,0,1907,1846,0,0
2026-01-31,"P-01",4,0,126,122,0,0
2026-01-31,"P-02",1,0,102,101,0,0
2026-01-31,"P-03",31,0,295,264,0,0
2026-01-31,"P-04",39,0,514,475,0,0
2026-01-31,"P-05",56,0,1442,1386,0,0
2026-01-31,"P-06",66,0,1846,1780,0,0
2026-02-02,"P-01",11,0,122,111,0,0
2026-02-02,"P-02",2,0,101,99,0,0
2026-02-02,"P-03",27,0,264,237,0,0
2026-02-02,"P-04",38,0,475,437,0,0
2026-02-02,"P-05",62,385,1771,1709,0,0
2026-02-02,"P-06",61,0,1780,1719,0,0
2026-02-03,"P-01",11,0,111,100,0,0
2026-02-03,"P-02",1,0,99,98,0,0
2026-02-03,"P-03",37,0,237,200,0,0
2026-02-03,"P-04",42,0,437,395,0,0
2026-02-03,"P-05",48,0,1709,1661,0,0
2026-02-03,"P-06",62,0,1719,1657,0,0
2026-02-04,"P-01",27,0,100,73,0,0
2026-02-04,"P-02",3,0,98,95,0,0
2026-02-04,"P-03",24,210,410,386,0,0
2026-02-04,"P-04",41,0,395,354,0,0
2026-02-04,"P-05",47,385,2046,1999,0,0
2026-02-04,"P-06",66,455,2112,2046,0,0
2026-02-05,"P-01",1,0,73,72,0,0
2026-02-05,"P-02",3,0,95,92,0,0
2026-02-05,"P-03",20,0,386,366,0,0
2026-02-05,"P-04",41,0,354,313,0,0
2026-02-05,"P-05",48,0,1999,1951,0,0
2026-02-05,"P-06",83,0,2046,1963,0,0
2026-02-06,"P-01",13,0,72,59,0,0
2026-02-06,"P-02",8,0,92,84,0,0
2026-02-06,"P-03",30,0,366,336,0,0
2026-02-06,"P-04",37,0,313,276,0,0
2026-02-06,"P-05",47,0,1951,1904,0,0
2026-02-06,"P-06",65,0,1963,1898,0,0
2026-02-07,"P-01",2,0,59,57,0,0
2026-02-07,"P-02",23,0,84,61,0,0
2026-02-07,"P-03",31,0,336,305,0,0
2026-02-07,"P-04",52,0,276,224,0,0
2026-02-07,"P-05",50,0,1904,1854,0,0
2026-02-07,"P-06",71,0,1898,1827,0,0
2026-02-09,"P-01",7,0,57,50,0,0
2026-02-09,"P-02",5,0,61,56,0,0
2026-02-09,"P-03",22,0,305,283,0,0
2026-02-09,"P-04",28,0,224,196,0,0
2026-02-09,"P-05",48,0,1854,1806,0,0
2026-02-09,"P-06",76,0,1827,1751,0,0
2026-02-10,"P-01",8,0,50,42,0,0
2026-02-10,"P-02",9,0,56,47,0,0
2026-02-10,"P-03",22,0,283,261,0,0
2026-02-10,"P-04",46,0,196,150,0,0
2026-02-10,"P-05",70,0,1806,1736,0,0
2026-02-10,"P-06",61,0,1751,1690,0,0
2026-02-11,"P-01",6,0,42,36,0,0
2026-02-11,"P-02",15,0,47,32,0,0
2026-02-11,"P-03",41,0,261,220,0,0
2026-02-11,"P-04",41,0,150,109,0,0
2026-02-11,"P-05",58,0,1736,1678,0,0
2026-02-11,"P-06",58,455,2145,2087,0,0
2026-02-12,"P-01",10,0,36,26,0,0
2026-02-12,"P-02",6,0,32,26,0,0
2026-02-12,"P-03",34,0,220,186,0,0
2026-02-12,"P-04",37,0,109,72,0,0
2026-02-12,"P-05",59,385,2063,2004,0,0
2026-02-12,"P-06",57,0,2087,2030,0,0
2026-02-13,"P-01",5,0,26,21,0,0
2026-02-13,"P-02",10,126,152,142,0,0
2026-02-13,"P-03",34,0,186,152,0,0
2026-02-13,"P-04",43,0,72,29,0,0
2026-02-13,"P-05",62,0,2004,1942,0,0
2026-02-13,"P-06",66,0,2030,1964,0,0
2026-02-14,"P-01",0,0,21,21,0,0
2026-02-14,"P-02",3,63,205,202,0,0
2026-02-14,"P-03",25,0,152,127,0,0
2026-02-14,"P-04",48,560,589,541,0,0
2026-02-14,"P-05",54,0,1942,1888,0,0
2026-02-14,"P-06",59,0,1964,1905,0,0
2026-02-16,"P-01",5,0,21,16,0,0
2026-02-16,"P-02",11,0,202,191,0,0
2026-02-16,"P-03",26,210,337,311,0,0
2026-02-16,"P-04",29,0,541,512,0,0
2026-02-16,"P-05",68,0,1888,1820,0,0
2026-02-16,"P-06",51,0,1905,1854,0,0
2026-02-17,"P-01",1,0,16,15,0,0
2026-02-17,"P-02",4,0,191,187,0,0
2026-02-17,"P-03",27,0,311,284,0,0
2026-02-17,"P-04",39,0,512,473,0,0
2026-02-17,"P-05",59,0,1820,1761,0,0
2026-02-17,"P-06",72,0,1854,1782,0,0
2026-02-18,"P-01",3,0,15,12,0,0
2026-02-18,"P-02",4,0,187,183,0,0
2026-02-18,"P-03",32,0,284,252,0,0
2026-02-18,"P-04",38,0,473,435,0,0
2026-02-18,"P-05",56,0,1761,1705,0,0
2026-02-18,"P-06",77,0,1782,1705,0,0
2026-02-19,"P-01",4,0,12,8,0,0
2026-02-19,"P-02",5,0,183,178,0,0
2026-02-19,"P-03",49,0,252,203,0,0
2026-02-19,"P-04",46,0,435,389,0,0
2026-02-19,"P-05",46,0,1705,1659,0,0
2026-02-19,"P-06",66,0,1705,1639,0,0
2026-02-20,"P-01",5,42,50,45,0,0
2026-02-20,"P-02",13,0,178,165,0,0
2026-02-20,"P-03",35,0,203,168,0,0
2026-02-20,"P-04",38,0,389,351,0,0
2026-02-20,"P-05",55,0,1659,1604,0,0
2026-02-20,"P-06",58,455,2094,2036,0,0
2026-02-21,"P-01",9,0,45,36,0,0
2026-02-21,"P-02",7,0,165,158,0,0
2026-02-21,"P-03",33,420,588,555,0,0
2026-02-21,"P-04",44,280,631,587,0,0
2026-02-21,"P-05",66,0,1604,1538,0,0
2026-02-21,"P-06",72,0,2036,1964,0,0
2026-02-23,"P-01",6,0,36,30,0,0
2026-02-23,"P-02",27,0,158,131,0,0
2026-02-23,"P-03",26,0,555,529,0,0
2026-02-23,"P-04",37,0,587,550,0,0
2026-02-23,"P-05",42,0,1538,1496,0,0
2026-02-23,"P-06",58,0,1964,1906,0,0
2026-02-24,"P-01",1,0,30,29,0,0
2026-02-24,"P-02",2,0,131,129,0,0
2026-02-24,"P-03",19,0,529,510,0,0
2026-02-24,"P-04",40,0,550,510,0,0
2026-02-24,"P-05",52,0,1496,1444,0,0
2026-02-24,"P-06",69,455,2361,2292,0,0
2026-02-25,"P-01",9,0,29,20,0,0
2026-02-25,"P-02",9,0,129,120,0,0
2026-02-25,"P-03",31,0,510,479,0,0
2026-02-25,"P-04",44,0,510,466,0,0
2026-02-25,"P-05",52,0,1444,1392,0,0
2026-02-25,"P-06",68,0,2292,2224,0,0
2026-02-26,"P-01",4,0,20,16,0,0
2026-02-26,"P-02",11,0,120,109,0,0
2026-02-26,"P-03",30,0,479,449,0,0
2026-02-26,"P-04",32,0,466,434,0,0
2026-02-26,"P-05",59,0,1392,1333,0,0
2026-02-26,"P-06",56,0,2224,2168,0,0
2026-02-27,"P-01",5,0,16,11,0,0
2026-02-27,"P-02",11,0,109,98,0,0
2026-02-27,"P-03",31,0,449,418,0,0
2026-02-27,"P-04",40,0,434,394,0,0
2026-02-27,"P-05",64,385,1718,1654,0,0
2026-02-27,"P-06",61,0,2168,2107,0,0
2026-02-28,"P-01",2,0,11,9,0,0
2026-02-28,"P-02",4,0,98,94,0,0
2026-02-28,"P-03",23,0,418,395,0,0
2026-02-28,"P-04",39,0,394,355,0,0
2026-02-28,"P-05",60,0,1654,1594,0,0
2026-02-28,"P-06",55,0,2107,2052,0,0
2026-03-02,"P-01",6,0,9,3,0,0
2026-03-02,"P-02",16,0,94,78,0,0
2026-03-02,"P-03",72,0,395,323,0,0
2026-03-02,"P-04",78,0,355,277,0,0
2026-03-02,"P-05",56,0,1594,1538,0,0
2026-03-02,"P-06",71,0,2052,1981,0,0
2026-03-03,"P-01",7,0,3,0,1,4
2026-03-03,"P-02",2,0,78,76,0,0
2026-03-03,"P-03",54,0,323,269,0,0
2026-03-03,"P-04",75,0,277,202,0,0
2026-03-03,"P-05",54,0,1538,1484,0,0
2026-03-03,"P-06",60,0,1981,1921,0,0
2026-03-04,"P-01",4,42,42,38,0,0
2026-03-04,"P-02",7,0,76,69,0,0
2026-03-04,"P-03",54,0,269,215,0,0
2026-03-04,"P-04",58,0,202,144,0,0
2026-03-04,"P-05",58,0,1484,1426,0,0
2026-03-04,"P-06",69,455,2376,2307,0,0
2026-03-05,"P-01",5,0,38,33,0,0
2026-03-05,"P-02",8,0,69,61,0,0
2026-03-05,"P-03",54,0,215,161,0,0
2026-03-05,"P-04",73,0,144,71,0,0
2026-03-05,"P-05",65,0,1426,1361,0,0
2026-03-05,"P-06",72,0,2307,2235,0,0
2026-03-06,"P-01",7,0,33,26,0,0
2026-03-06,"P-02",2,0,61,59,0,0
2026-03-06,"P-03",62,0,161,99,0,0
2026-03-06,"P-04",93,280,351,258,0,0
2026-03-06,"P-05",46,385,1746,1700,0,0
2026-03-06,"P-06",56,0,2235,2179,0,0
2026-03-07,"P-01",4,0,26,22,0,0
2026-03-07,"P-02",3,0,59,56,0,0
2026-03-07,"P-03",54,0,99,45,0,0
2026-03-07,"P-04",75,0,258,183,0,0
2026-03-07,"P-05",60,0,1700,1640,0,0
2026-03-07,"P-06",85,0,2179,2094,0,0
2026-03-09,"P-01",13,0,22,9,0,0
2026-03-09,"P-02",3,0,56,53,0,0
2026-03-09,"P-03",62,210,255,193,0,0
2026-03-09,"P-04",78,0,183,105,0,0
2026-03-09,"P-05",58,0,1640,1582,0,0
2026-03-09,"P-06",60,0,2094,2034,0,0
2026-03-10,"P-01",0,0,9,9,0,0
2026-03-10,"P-02",4,0,53,49,0,0
2026-03-10,"P-03",65,0,193,128,0,0
2026-03-10,"P-04",71,0,105,34,0,0
2026-03-10,"P-05",54,0,1582,1528,0,0
2026-03-10,"P-06",84,0,2034,1950,0,0
2026-03-11,"P-01",0,0,9,9,0,0
2026-03-11,"P-02",23,0,49,26,0,0
2026-03-11,"P-03",71,0,128,57,0,0
2026-03-11,"P-04",85,0,34,0,1,51
2026-03-11,"P-05",57,0,1528,1471,0,0
2026-03-11,"P-06",74,0,1950,1876,0,0
2026-03-12,"P-01",6,42,51,45,0,0
2026-03-12,"P-02",3,0,26,23,0,0
2026-03-12,"P-03",49,0,57,8,0,0
2026-03-12,"P-04",73,0,0,0,1,73
2026-03-12,"P-05",50,385,1856,1806,0,0
2026-03-12,"P-06",67,0,1876,1809,0,0
2026-03-13,"P-01",3,0,45,42,0,0
2026-03-13,"P-02",5,0,23,18,0,0
2026-03-13,"P-03",55,0,8,0,1,47
2026-03-13,"P-04",77,0,0,0,1,77
2026-03-13,"P-05",60,0,1806,1746,0,0
2026-03-13,"P-06",52,455,2264,2212,0,0
2026-03-14,"P-01",6,0,42,36,0,0
2026-03-14,"P-02",3,0,18,15,0,0
2026-03-14,"P-03",46,0,0,0,1,46
2026-03-14,"P-04",59,280,280,221,0,0
2026-03-14,"P-05",69,0,1746,1677,0,0
2026-03-14,"P-06",57,0,2212,2155,0,0
2026-03-16,"P-01",6,42,78,72,0,0
2026-03-16,"P-02",1,0,15,14,0,0
