"ProductionID","Tanggal","Shift","Line","Operator","Mesin","Produk","TargetProduksi","AktualProduksi","JumlahCacat","DowntimeMenit","CycleTimeDetik"
"PRD-00837",2026-03-20,"Malam","Line-B","OP01","M-04","Housing",298,295,8,29,44.7
"PRD-00838",2026-03-21,"Malam","Line-B","OP04","M-04","Bracket",388,366,23,16,55.4
"PRD-00839",2026-03-23,"Malam","Line-B","OP06","M-03","Shaft",262,270,7,13,51.8
"PRD-00840",2026-03-24,"Malam","Line-B","OP01","M-04","Shaft",256,244,7,11,53.5
"PRD-00841",2026-03-25,"Malam","Line-B","OP07","M-04","Housing",271,259,9,50,42.2
"PRD-00842",2026-03-26,"Malam","Line-B","OP02","M-03","Housing",358,314,8,7,38.8
"PRD-00843",2026-03-27,"Malam","Line-B","OP06","M-04","Housing",335,342,21,16,46.1
"PRD-00844",2026-03-28,"Malam","Line-B","OP07","M-03","Shaft",295,243,3,15,51.5
"PRD-00845",2026-03-30,"Malam","Line-B","OP03","M-03","Shaft",239,221,4,9,52.9
"PRD-00846",2026-03-31,"Malam","Line-B","OP02","M-03","Housing",319,332,13,14,52.3
"PRD-00847",2026-04-01,"Malam","Line-B","OP02","M-03","Shaft",255,256,1,9,44.8
"PRD-00848",2026-04-02,"Malam","Line-B","OP02","M-03","Bracket",394,348,2,11,49.3
"PRD-00849",2026-04-03,"Malam","Line-B","OP07","M-03","Housing",296,287,4,14,55.6
"PRD-00850",2026-04-04,"Malam","Line-B","OP06","M-04","Bracket",399,379,19,13,46
"PRD-00851",2026-04-06,"Malam","Line-B","OP05","M-03","Housing",319,295,3,32,50.6
"PRD-00852",2026-04-07,"Malam","Line-B","OP08","M-03","Bracket",356,325,2,74,48.6
"PRD-00853",2026-04-08,"Malam","Line-B","OP05","M-03","Bracket",370,352,7,19,44
"PRD-00854",2026-04-09,"Malam","Line-B","OP03","M-04","Housing",306,300,3,44,55.6
"PRD-00855",2026-04-10,"Malam","Line-B","OP01","M-03","Housing",326,319,6,59,48.4
"PRD-00856",2026-04-11,"Malam","Line-B","OP07","M-03","Bracket",406,388,17,9,50
"PRD-00857",2026-04-13,"Malam","Line-B","OP05","M-03","Shaft",250,227,3,13,61.3
"PRD-00858",2026-04-14,"Malam","Line-B","OP04","M-03","Housing",318,303,8,7,46.7
"PRD-00859",2026-04-15,"Malam","Line-B","OP04","M-04","Housing",336,352,15,14,50.1
"PRD-00860",2026-04-16,"Malam","Line-B","OP02","M-03","Bracket",435,389,6,45,44.1
"PRD-00861",2026-04-17,"Malam","Line-B","OP08","M-04","Housing",317,338,11,17,47.6
"PRD-00862",2026-04-18,"Malam","Line-B","OP01","M-04","Bracket",390,344,7,13,47.4
"PRD-00863",2026-04-20,"Malam","Line-B","OP01","M-04","Bracket",395,397,5,31,46
"PRD-00864",2026-04-21,"Malam","Line-B","OP05","M-04","Bracket",394,369,10,9,47.4
"PRD-00865",2026-04-22,"Malam","Line-B","OP05","M-03","Housing",307,302,3,11,52.7
"PRD-00866",2026-04-23,"Malam","Line-B","OP02","M-04","Bracket",386,387,9,10,58.4
"PRD-00867",2026-04-24,"Malam","Line-B","OP05","M-04","Shaft",299,321,9,43,51.1
"PRD-00868",2026-04-25,"Malam","Line-B","OP06","M-03","Housing",286,287,11,8,49.9
"PRD-00869",2026-04-27,"Malam","Line-B","OP01","M-04","Housing",333,321,5,30,51.9
"PRD-00870",2026-04-28,"Malam","Line-B","OP01","M-03","Shaft",248,229,3,29,50.3
"PRD-00871",2026-04-29,"Malam","Line-B","OP02","M-04","Bracket",384,414,19,19,51.6
"PRD-00872",2026-04-30,"Malam","Line-B","OP08","M-03","Housing",329,326,5,1,41.2
"PRD-00873",2026-05-01,"Malam","Line-B","OP06","M-03","Bracket",378,362,13,2,47.4
"PRD-00874",2026-05-02,"Malam","Line-B","OP02","M-03","Bracket",362,329,9,1,55.3
"PRD-00875",2026-05-04,"Malam","Line-B","OP07","M-04","Housing",302,287,7,13,46.2
"PRD-00876",2026-05-05,"Malam","Line-B","OP04","M-03","Housing",289,330,7,6,49.7
"PRD-00877",2026-05-06,"Malam","Line-B","OP03","M-04","Bracket",391,405,11,9,45.7
"PRD-00878",2026-05-07,"Malam","Line-B","OP08","M-04","Shaft",268,245,4,29,52.4
"PRD-00879",2026-05-08,"Malam","Line-B","OP06","M-03","Shaft",261,270,5,11,52.1
"PRD-00880",2026-05-09,"Malam","Line-B","OP05","M-03","Housing",302,301,4,24,49.2
"PRD-00881",2026-05-11,"Malam","Line-B","OP08","M-03","Housing",309,292,4,26,48
"PRD-00882",2026-05-12,"Malam","Line-B","OP07","M-04","Housing",332,283,12,9,42.2
"PRD-00883",2026-05-13,"Malam","Line-B","OP04","M-04","Shaft",276,277,6,23,57.3
"PRD-00884",2026-05-14,"Malam","Line-B","OP08","M-04","Bracket",402,381,6,16,49
"PRD-00885",2026-05-15,"Malam","Line-B","OP06","M-04","Housing",295,299,15,30,52.4
"PRD-00886",2026-05-16,"Malam","Line-B","OP08","M-04","Housing",316,316,13,22,51.8
"PRD-00887",2026-05-18,"Malam","Line-B","OP06","M-03","Housing",322,332,9,22,46.3
"PRD-00888",2026-05-19,"Malam","Line-B","OP01","M-03","Bracket",360,348,2,5,57.6
"PRD-00889",2026-05-20,"Malam","Line-B","OP08","M-04","Housing",332,299,4,15,53.5
"PRD-00890",2026-05-21,"Malam","Line-B","OP01","M-03","Housing",305,310,2,10,44.5
"PRD-00891",2026-05-22,"Malam","Line-B","OP07","M-03","Housing",346,337,15,13,49.1
"PRD-00892",2026-05-23,"Malam","Line-B","OP08","M-04","Housing",313,314,4,56,41.5
"PRD-00893",2026-05-25,"Malam","Line-B","OP04","M-04","Shaft",266,254,25,27,45.4
"PRD-00894",2026-05-26,"Malam","Line-B","OP06","M-04","Housing",301,291,25,10,53.4
"PRD-00895",2026-05-27,"Malam","Line-B","OP03","M-04","Housing",277,266,11,18,43.9
"PRD-00896",2026-05-28,"Malam","Line-B","OP05","M-04","Bracket",410,347,7,26,57
"PRD-00897",2026-05-29,"Malam","Line-B","OP07","M-04","Bracket",414,434,23,71,49.5
"PRD-00898",2026-05-30,"Malam","Line-B","OP07","M-03","Bracket",401,386,8,1,48.1
"PRD-00899",2026-06-01,"Malam","Line-B","OP03","M-04","Shaft",270,259,7,34,57.9
"PRD-00900",2026-06-02,"Malam","Line-B","OP01","M-03","Bracket",378,367,7,9,39
"PRD-00901",2026-06-03,"Malam","Line-B","OP07","M-03","Bracket",383,375,13,12,52
"PRD-00902",2026-06-04,"Malam","Line-B","OP04","M-04","Housing",316,308,7,24,48.4
"PRD-00903",2026-06-05,"Malam","Line-B","OP01","M-03","Bracket",381,326,3,9,46.5
"PRD-00904",2026-06-06,"Malam","Line-B","OP02","M-03","Shaft",288,260,3,11,54.7
"PRD-00905",2026-06-08,"Malam","Line-B","OP03","M-04","Shaft",263,273,6,28,60.8
"PRD-00906",2026-06-09,"Malam","Line-B","OP06","M-04","Bracket",370,391,15,11,49.4
"PRD-00907",2026-06-10,"Malam","Line-B","OP05","M-04","Shaft",241,248,3,11,53.6
"PRD-00908",2026-06-11,"Malam","Line-B","OP08","M-03","Housing",341,322,6,20,44.2
"PRD-00909",2026-06-12,"Malam","Line-B","OP04","M-03","Shaft",238,242,8,5,55.2
"PRD-00910",2026-06-13,"Malam","Line-B","OP08","M-03","Housing",342,323,5,69,40.7
"PRD-00911",2026-06-15,"Malam","Line-B","OP01","M-04","Shaft",314,334,11,30,52.1
"PRD-00912",2026-06-16,"Malam","Line-B","OP01","M-03","Shaft",258,270,3,84,59.6
"PRD-00913",2026-06-17,"Malam","Line-B","OP06","M-04","Shaft",267,275,14,59,60.3
"PRD-00914",2026-06-18,"Malam","Line-B","OP05","M-04","Shaft",285,253,10,23,58.8
"PRD-00915",2026-06-19,"Malam","Line-B","OP04","M-04","Housing",319,277,24,9,40.4
"PRD-00916",2026-06-20,"Malam","Line-B","OP01","M-04","Housing",310,299,6,21,42.4
"PRD-00917",2026-06-22,"Malam","Line-B","OP01","M-03","Housing",316,299,5,3,42.1
"PRD-00918",2026-06-23,"Malam","Line-B","OP06","M-04","Bracket",363,352,24,17,43.3
"PRD-00919",2026-06-24,"Malam","Line-B","OP06","M-03","Bracket",382,363,11,2,46.8
"PRD-00920",2026-06-25,"Malam","Line-B","OP03","M-03","Bracket",376,364,5,58,50.5
"PRD-00921",2026-06-26,"Malam","Line-B","OP08","M-04","Housing",307,324,9,43,50.2
"PRD-00922",2026-06-27,"Malam","Line-B","OP08","M-03","Bracket",343,375,3,21,37.7
"PRD-00923",2026-06-29,"Malam","Line-B","OP07","M-03","Shaft",299,308,6,45,56.5
"PRD-00924",2026-06-30,"Malam","Line-B","OP08","M-04","Shaft",260,232,4,42,50.5
