"ProductionID","Tanggal","Shift","Line","Operator","Mesin","Produk","TargetProduksi","AktualProduksi","JumlahCacat","DowntimeMenit","CycleTimeDetik","DefectRatePct","PencapaianPct","Bulan","Hari"
"PRD-00597",2026-06-08,"Pagi","Line-B","OP05","M-04","Housing",348,352,11,43,35.9,3.12,101.1,"2026-06","Monday"
"PRD-00598",2026-06-09,"Pagi","Line-B","OP08","M-03","Bracket",470,467,4,3,41.3,0.86,99.4,"2026-06","Tuesday"
"PRD-00599",2026-06-10,"Pagi","Line-B","OP01","M-03","Shaft",313,286,3,20,58.2,1.05,91.4,"2026-06","Wednesday"
"PRD-00600",2026-06-11,"Pagi","Line-B","OP02","M-04","Housing",344,342,4,38,46.7,1.17,99.4,"2026-06","Thursday"
"PRD-00601",2026-06-12,"Pagi","Line-B","OP06","M-03","Bracket",414,401,7,17,46.1,1.75,96.9,"2026-06","Friday"
"PRD-00602",2026-06-13,"Pagi","Line-B","OP06","M-04","Housing",381,362,14,26,39,3.87,95,"2026-06","Saturday"
"PRD-00603",2026-06-15,"Pagi","Line-B","OP01","M-03","Housing",357,329,1,20,37.4,0.3,92.2,"2026-06","Monday"
"PRD-00604",2026-06-16,"Pagi","Line-B","OP06","M-03","Shaft",291,254,8,11,56.2,3.15,87.3,"2026-06","Tuesday"
"PRD-00605",2026-06-17,"Pagi","Line-B","OP06","M-04","Bracket",379,379,19,23,44.4,5.01,100,"2026-06","Wednesday"
"PRD-00606",2026-06-18,"Pagi","Line-B","OP04","M-03","Housing",358,334,2,3,41.5,0.6,93.3,"2026-06","Thursday"
"PRD-00607",2026-06-19,"Pagi","Line-B","OP05","M-04","Shaft",321,303,5,10,50.6,1.65,94.4,"2026-06","Friday"
"PRD-00608",2026-06-20,"Pagi","Line-B","OP08","M-04","Housing",329,329,9,70,37.8,2.74,100,"2026-06","Saturday"
"PRD-00609",2026-06-22,"Pagi","Line-B","OP06","M-04","Bracket",477,474,32,47,52.7,6.75,99.4,"2026-06","Monday"
"PRD-00610",2026-06-23,"Pagi","Line-B","OP02","M-04","Shaft",335,325,8,15,46.2,2.46,97,"2026-06","Tuesday"
"PRD-00611",2026-06-24,"Pagi","Line-B","OP04","M-04","Bracket",410,380,15,9,48.6,3.95,92.7,"2026-06","Wednesday"
"PRD-00612",2026-06-25,"Pagi","Line-B","OP08","M-04","Bracket",404,340,6,45,44.2,1.76,84.2,"2026-06","Thursday"
"PRD-00613",2026-06-26,"Pagi","Line-B","OP07","M-03","Bracket",468,449,3,16,38.2,0.67,95.9,"2026-06","Friday"
"PRD-00614",2026-06-27,"Pagi","Line-B","OP02","M-04","Shaft",286,300,4,21,59.9,1.33,104.9,"2026-06","Saturday"
"PRD-00615",2026-06-29,"Pagi","Line-B","OP04","M-03","Shaft",355,315,6,20,51.7,1.9,88.7,"2026-06","Monday"
"PRD-00616",2026-06-30,"Pagi","Line-B","OP03","M-03","Housing",314,297,2,8,41.2,0.67,94.6,"2026-06","Tuesday"
"PRD-00617",2026-01-02,"Siang","Line-B","OP08","M-04","Bracket",402,399,6,11,50.4,1.5,99.3,"2026-01","Friday"
"PRD-00618",2026-01-03,"Siang","Line-B","OP03","M-04","Shaft",309,287,7,36,52.9,2.44,92.9,"2026-01","Saturday"
"PRD-00619",2026-01-05,"Siang","Line-B","OP07","M-03","Bracket",444,464,8,43,49.3,1.72,104.5,"2026-01","Monday"
"PRD-00620",2026-01-06,"Siang","Line-B","OP06","M-04","Shaft",264,239,18,44,40.5,7.53,90.5,"2026-01","Tuesday"
"PRD-00621",2026-01-07,"Siang","Line-B","OP03","M-04","Housing",292,279,4,64,47.1,1.43,95.5,"2026-01","Wednesday"
"PRD-00622",2026-01-08,"Siang","Line-B","OP04","M-03","Housing",323,307,9,9,40.2,2.93,95,"2026-01","Thursday"
"PRD-00623",2026-01-09,"Siang","Line-B","OP06","M-03","Bracket",465,446,8,0,48.4,1.79,95.9,"2026-01","Friday"
"PRD-00624",2026-01-10,"Siang","Line-B","OP03","M-03","Housing",351,309,3,13,46.3,0.97,88,"2026-01","Saturday"
"PRD-00625",2026-01-12,"Siang","Line-B","OP03","M-03","Housing",363,343,6,15,44.9,1.75,94.5,"2026-01","Monday"
"PRD-00626",2026-01-13,"Siang","Line-B","OP03","M-04","Housing",364,399,7,10,45,1.75,109.6,"2026-01","Tuesday"
"PRD-00627",2026-01-14,"Siang","Line-B","OP06","M-04","Bracket",418,390,8,34,39.3,2.05,93.3,"2026-01","Wednesday"
"PRD-00628",2026-01-15,"Siang","Line-B","OP01","M-03","Housing",365,381,3,7,51.1,0.79,104.4,"2026-01","Thursday"
"PRD-00629",2026-01-16,"Siang","Line-B","OP06","M-03","Housing",317,308,3,5,46.4,0.97,97.2,"2026-01","Friday"
"PRD-00630",2026-01-17,"Siang","Line-B","OP06","M-03","Shaft",312,292,9,60,57.8,3.08,93.6,"2026-01","Saturday"
"PRD-00631",2026-01-19,"Siang","Line-B","OP07","M-04","Housing",393,387,10,18,41.2,2.58,98.5,"2026-01","Monday"
"PRD-00632",2026-01-20,"Siang","Line-B","OP06","M-03","Bracket",491,478,11,7,46.4,2.3,97.4,"2026-01","Tuesday"
"PRD-00633",2026-01-21,"Siang","Line-B","OP06","M-04","Shaft",307,303,20,43,50.8,6.6,98.7,"2026-01","Wednesday"
"PRD-00634",2026-01-22,"Siang","Line-B","OP04","M-03","Housing",391,347,5,43,43.1,1.44,88.7,"2026-01","Thursday"
"PRD-00635",2026-01-23,"Siang","Line-B","OP06","M-03","Shaft",330,351,17,29,51.2,4.84,106.4,"2026-01","Friday"
"PRD-00636",2026-01-24,"Siang","Line-B","OP04","M-03","Housing",287,277,7,98,49.1,2.53,96.5,"2026-01","Saturday"
"PRD-00637",2026-01-26,"Siang","Line-B","OP06","M-04","Bracket",428,427,17,10,39.3,3.98,99.8,"2026-01","Monday"
"PRD-00638",2026-01-27,"Siang","Line-B","OP06","M-04","Shaft",334,317,11,12,50.8,3.47,94.9,"2026-01","Tuesday"
"PRD-00639",2026-01-28,"Siang","Line-B","OP08","M-04","Bracket",421,387,3,15,48.4,0.78,91.9,"2026-01","Wednesday"
"PRD-00640",2026-01-29,"Siang","Line-B","OP04","M-03","Bracket",392,351,11,10,49.9,3.13,89.5,"2026-01","Thursday"
"PRD-00641",2026-01-30,"Siang","Line-B","OP06","M-04","Housing",336,321,17,69,41.1,5.3,95.5,"2026-01","Friday"
"PRD-00642",2026-01-31,"Siang","Line-B","OP05","M-03","Shaft",301,288,5,8,56.9,1.74,95.7,"2026-01","Saturday"
"PRD-00643",2026-02-02,"Siang","Line-B","OP07","M-04","Bracket",451,487,13,13,40,2.67,108,"2026-02","Monday"
"PRD-00644",2026-02-03,"Siang","Line-B","OP03","M-04","Bracket",437,395,9,49,58.7,2.28,90.4,"2026-02","Tuesday"
"PRD-00645",2026-02-04,"Siang","Line-B","OP04","M-03","Bracket",438,425,7,6,42.6,1.65,97,"2026-02","Wednesday"
"PRD-00646",2026-02-05,"Siang","Line-B","OP03","M-03","Bracket",404,420,10,59,35.4,2.38,104,"2026-02","Thursday"
"PRD-00647",2026-02-06,"Siang","Line-B","OP05","M-03","Housing",378,320,6,9,42.7,1.88,84.7,"2026-02","Friday"
"PRD-00648",2026-02-07,"Siang","Line-B","OP08","M-03","Bracket",429,404,4,9,53.7,0.99,94.2,"2026-02","Saturday"
"PRD-00649",2026-02-09,"Siang","Line-B","OP05","M-03","Bracket",475,522,9,9,54.2,1.72,109.9,"2026-02","Monday"
"PRD-00650",2026-02-10,"Siang","Line-B","OP08","M-03","Bracket",395,367,4,13,47,1.09,92.9,"2026-02","Tuesday"
"PRD-00651",2026-02-11,"Siang","Line-B","OP06","M-03","Shaft",307,317,3,7,50.1,0.95,103.3,"2026-02","Wednesday"
"PRD-00652",2026-02-12,"Siang","Line-B","OP05","M-03","Bracket",420,461,7,42,42.9,1.52,109.8,"2026-02","Thursday"
"PRD-00653",2026-02-13,"Siang","Line-B","OP05","M-03","Bracket",410,424,3,23,36.6,0.71,103.4,"2026-02","Friday"
"PRD-00654",2026-02-14,"Siang","Line-B","OP07","M-04","Housing",290,260,8,44,38.9,3.08,89.7,"2026-02","Saturday"
"PRD-00655",2026-02-16,"Siang","Line-B","OP07","M-04","Shaft",261,241,6,41,50.6,2.49,92.3,"2026-02","Monday"
"PRD-00656",2026-02-17,"Siang","Line-B","OP02","M-04","Bracket",483,501,14,24,52,2.79,103.7,"2026-02","Tuesday"
"PRD-00657",2026-02-18,"Siang","Line-B","OP01","M-03","Housing",349,311,3,19,47.5,0.96,89.1,"2026-02","Wednesday"
"PRD-00658",2026-02-19,"Siang","Line-B","OP04","M-03","Bracket",431,392,5,33,53.2,1.28,91,"2026-02","Thursday"
"PRD-00659",2026-02-20,"Siang","Line-B","OP03","M-03","Bracket",416,396,11,6,42.2,2.78,95.2,"2026-02","Friday"
"PRD-00660",2026-02-21,"Siang","Line-B","OP02","M-04","Bracket",439,417,14,13,54.8,3.36,95,"2026-02","Saturday"
"PRD-00661",2026-02-23,"Siang","Line-B","OP04","M-04","Bracket",454,425,15,17,44.8,3.53,93.6,"2026-02","Monday"
"PRD-00662",2026-02-24,"Siang","Line-B","OP04","M-04","Shaft",304,288,2,17,49.8,0.69,94.7,"2026-02","Tuesday"
"PRD-00663",2026-02-25,"Siang","Line-B","OP03","M-04","Bracket",386,442,9,44,53.5,2.04,114.5,"2026-02","Wednesday"
"PRD-00664",2026-02-26,"Siang","Line-B","OP04","M-03","Shaft",240,209,5,8,58.7,2.39,87.1,"2026-02","Thursday"
"PRD-00665",2026-02-27,"Siang","Line-B","OP07","M-03","Bracket",384,369,4,9,42.6,1.08,96.1,"2026-02","Friday"
"PRD-00666",2026-02-28,"Siang","Line-B","OP07","M-03","Housing",399,369,5,23,43.6,1.36,92.5,"2026-02","Saturday"
"PRD-00667",2026-03-02,"Siang","Line-B","OP06","M-04","Housing",336,332,9,49,51.3,2.71,98.8,"2026-03","Monday"
"PRD-00668",2026-03-03,"Siang","Line-B","OP02","M-04","Bracket",380,336,2,22,47.8,0.6,88.4,"2026-03","Tuesday"
"PRD-00669",2026-03-04,"Siang","Line-B","OP06","M-04","Shaft",340,324,12,13,47.7,3.7,95.3,"2026-03","Wednesday"
"PRD-00670",2026-03-05,"Siang","Line-B","OP02","M-03","Bracket",366,351,1,14,45.8,0.28,95.9,"2026-03","Thursday"
"PRD-00671",2026-03-06,"Siang","Line-B","OP07","M-03","Housing",362,348,8,2,59.2,2.3,96.1,"2026-03","Friday"
"PRD-00672",2026-03-07,"Siang","Line-B","OP02","M-03","Housing",383,399,4,6,48.3,1,104.2,"2026-03","Saturday"
"PRD-00673",2026-03-09,"Siang","Line-B","OP01","M-03","Bracket",376,376,6,1,49.4,1.6,100,"2026-03","Monday"
"PRD-00674",2026-03-10,"Siang","Line-B","OP08","M-03","Shaft",288,281,3,11,56.1,1.07,97.6,"2026-03","Tuesday"
"PRD-00675",2026-03-11,"Siang","Line-B","OP08","M-04","Bracket",426,415,6,24,54.5,1.45,97.4,"2026-03","Wednesday"
"PRD-00676",2026-03-12,"Siang","Line-B","OP06","M-03","Housing",353,331,9,10,50.5,2.72,93.8,"2026-03","Thursday"
"PRD-00677",2026-03-13,"Siang","Line-B","OP03","M-03","Housing",368,358,5,46,42.5,1.4,97.3,"2026-03","Friday"
"PRD-00678",2026-03-14,"Siang","Line-B","OP06","M-04","Housing",298,289,12,85,36.1,4.15,97,"2026-03","Saturday"
"PRD-00679",2026-03-16,"Siang","Line-B","OP05","M-03","Bracket",423,398,4,16,48.2,1.01,94.1,"2026-03","Monday"
"PRD-00680",2026-03-17,"Siang","Line-B","OP08","M-04","Housing",344,366,10,57,47.7,2.73,106.4,"2026-03","Tuesday"
"PRD-00681",2026-03-18,"Siang","Line-B","OP02","M-03","Bracket",352,353,5,43,44.1,1.42,100.3,"2026-03","Wednesday"
"PRD-00682",2026-03-19,"Siang","Line-B","OP04","M-03","Housing",363,370,7,20,38.4,1.89,101.9,"2026-03","Thursday"
"PRD-00683",2026-03-20,"Siang","Line-B","OP01","M-03","Shaft",316,298,2,14,56.3,0.67,94.3,"2026-03","Friday"
"PRD-00684",2026-03-21,"Siang","Line-B","OP06","M-03","Shaft",306,272,6,15,53.4,2.21,88.9,"2026-03","Saturday"
"PRD-00685",2026-03-23,"Siang","Line-B","OP06","M-04","Housing",386,375,9,21,41.7,2.4,97.2,"2026-03","Monday"
"PRD-00686",2026-03-24,"Siang","Line-B","OP03","M-04","Bracket",365,364,10,52,52.5,2.75,99.7,"2026-03","Tuesday"
"PRD-00687",2026-03-25,"Siang","Line-B","OP07","M-03","Bracket",440,431,2,4,44.7,0.46,98,"2026-03","Wednesday"
"PRD-00688",2026-03-26,"Siang","Line-B","OP08","M-03","Housing",354,317,2,18,49.9,0.63,89.5,"2026-03","Thursday"
"PRD-00689",2026-03-27,"Siang","Line-B","OP06","M-04","Shaft",324,314,15,13,49.5,4.78,96.9,"2026-03","Friday"
"PRD-00690",2026-03-28,"Siang","Line-B","OP06","M-04","Bracket",391,382,12,21,45.1,3.14,97.7,"2026-03","Saturday"
"PRD-00691",2026-03-30,"Siang","Line-B","OP02","M-04","Bracket",363,324,6,11,54.8,1.85,89.3,"2026-03","Monday"
"PRD-00692",2026-03-31,"Siang","Line-B","OP06","M-04","Bracket",435,446,12,9,47.3,2.69,102.5,"2026-03","Tuesday"
"PRD-00693",2026-04-01,"Siang","Line-B","OP02","M-04","Shaft",328,302,3,33,52.1,0.99,92.1,"2026-04","Wednesday"
"PRD-00694",2026-04-02,"Siang","Line-B","OP04","M-04","Housing",341,336,11,15,38.3,3.27,98.5,"2026-04","Thursday"
"PRD-00695",2026-04-03,"Siang","Line-B","OP05","M-04","Bracket",375,347,10,8,48.5,2.88,92.5,"2026-04","Friday"
"PRD-00696",2026-04-04,"Siang","Line-B","OP07","M-04","Housing",333,312,4,11,41.8,1.28,93.7,"2026-04","Saturday"
"PRD-00697",2026-04-06,"Siang","Line-B","OP07","M-03","Housing",347,303,6,81,47.7,1.98,87.3,"2026-04","Monday"
"PRD-00698",2026-04-07,"Siang","Line-B","OP05","M-03","Bracket",367,344,4,11,47.5,1.16,93.7,"2026-04","Tuesday"
"PRD-00699",2026-04-08,"Siang","Line-B","OP01","M-04","Shaft",337,298,4,12,54.4,1.34,88.4,"2026-04","Wednesday"
"PRD-00700",2026-04-09,"Siang","Line-B","OP08","M-03","Bracket",464,428,2,2,38,0.47,92.2,"2026-04","Thursday"
"PRD-00701",2026-04-10,"Siang","Line-B","OP03","M-04","Shaft",273,268,9,12,59,3.36,98.2,"2026-04","Friday"
"PRD-00702",2026-04-11,"Siang","Line-B","OP04","M-03","Housing",367,366,11,23,44.5,3.01,99.7,"2026-04","Saturday"
"PRD-00703",2026-04-13,"Siang","Line-B","OP07","M-04","Housing",329,304,12,24,46.4,3.95,92.4,"2026-04","Monday"
"PRD-00704",2026-04-14,"Siang","Line-B","OP01","M-04","Shaft",314,300,7,10,50.7,2.33,95.5,"2026-04","Tuesday"
"PRD-00705",2026-04-15,"Siang","Line-B","OP02","M-03","Bracket",408,408,2,4,51.2,0.49,100,"2026-04","Wednesday"
"PRD-00706",2026-04-16,"Siang","Line-B","OP06","M-03","Bracket",424,392,11,16,38.7,2.81,92.5,"2026-04","Thursday"
"PRD-00707",2026-04-17,"Siang","Line-B","OP03","M-03","Housing",378,381,7,18,40.3,1.84,100.8,"2026-04","Friday"
"PRD-00708",2026-04-18,"Siang","Line-B","OP04","M-03","Housing",290,289,9,58,42.4,3.11,99.7,"2026-04","Saturday"
"PRD-00709",2026-04-20,"Siang","Line-B","OP08","M-03","Shaft",303,313,9,8,43.1,2.88,103.3,"2026-04","Monday"
"PRD-00710",2026-04-21,"Siang","Line-B","OP01","M-03","Bracket",429,445,5,6,48.4,1.12,103.7,"2026-04","Tuesday"
"PRD-00711",2026-04-22,"Siang","Line-B","OP02","M-04","Housing",319,305,5,30,52,1.64,95.6,"2026-04","Wednesday"
"PRD-00712",2026-04-23,"Siang","Line-B","OP03","M-03","Bracket",434,433,9,2,39.8,2.08,99.8,"2026-04","Thursday"
"PRD-00713",2026-04-24,"Siang","Line-B","OP08","M-04","Bracket",420,419,4,8,39.7,0.95,99.8,"2026-04","Friday"
"PRD-00714",2026-04-25,"Siang","Line-B","OP08","M-03","Housing",361,371,2,21,50.2,0.54,102.8,"2026-04","Saturday"
"PRD-00715",2026-04-27,"Siang","Line-B","OP08","M-04","Shaft",279,260,7,18,43.2,2.69,93.2,"2026-04","Monday"
"PRD-00716",2026-04-28,"Siang","Line-B","OP03","M-03","Bracket",440,434,4,8,43.8,0.92,98.6,"2026-04","Tuesday"
"PRD-00717",2026-04-29,"Siang","Line-B","OP02","M-03","Bracket",351,353,6,32,39.7,1.7,100.6,"2026-04","Wednesday"
"PRD-00718",2026-04-30,"Siang","Line-B","OP01","M-03","Housing",318,303,2,38,38.8,0.66,95.3,"2026-04","Thursday"
"PRD-00719",2026-05-01,"Siang","Line-B","OP08","M-04","Housing",351,318,3,15,46,0.94,90.6,"2026-05","Friday"
"PRD-00720",2026-05-02,"Siang","Line-B","OP08","M-03","Housing",369,390,1,20,51,0.26,105.7,"2026-05","Saturday"
"PRD-00721",2026-05-04,"Siang","Line-B","OP02","M-03","Bracket",443,438,6,1,43.5,1.37,98.9,"2026-05","Monday"
"PRD-00722",2026-05-05,"Siang","Line-B","OP08","M-04","Housing",302,303,10,24,43.9,3.3,100.3,"2026-05","Tuesday"
"PRD-00723",2026-05-06,"Siang","Line-B","OP04","M-03","Bracket",419,419,5,14,49.9,1.19,100,"2026-05","Wednesday"
"PRD-00724",2026-05-07,"Siang","Line-B","OP08","M-04","Housing",337,358,9,15,37.5,2.51,106.2,"2026-05","Thursday"
"PRD-00725",2026-05-08,"Siang","Line-B","OP08","M-04","Shaft",253,272,2,31,53.4,0.74,107.5,"2026-05","Friday"
"PRD-00726",2026-05-09,"Siang","Line-B","OP08","M-04","Bracket",463,494,21,41,53,4.25,106.7,"2026-05","Saturday"
"PRD-00727",2026-05-11,"Siang","Line-B","OP04","M-03","Bracket",446,484,10,2,44,2.07,108.5,"2026-05","Monday"
"PRD-00728",2026-05-12,"Siang","Line-B","OP01","M-03","Shaft",311,297,3,16,57.7,1.01,95.5,"2026-05","Tuesday"
"PRD-00729",2026-05-13,"Siang","Line-B","OP07","M-04","Housing",372,307,12,29,43.5,3.91,82.5,"2026-05","Wednesday"
"PRD-00730",2026-05-14,"Siang","Line-B","OP04","M-03","Shaft",337,344,8,19,60.2,2.33,102.1,"2026-05","Thursday"
"PRD-00731",2026-05-15,"Siang","Line-B","OP03","M-03","Bracket",352,320,7,11,43.3,2.19,90.9,"2026-05","Friday"
"PRD-00732",2026-05-16,"Siang","Line-B","OP04","M-03","Shaft",298,246,6,17,58.5,2.44,82.6,"2026-05","Saturday"
"PRD-00733",2026-05-18,"Siang","Line-B","OP07","M-03","Housing",366,360,9,21,40.4,2.5,98.4,"2026-05","Monday"
"PRD-00734",2026-05-19,"Siang","Line-B","OP05","M-04","Bracket",443,406,9,22,38.1,2.22,91.6,"2026-05","Tuesday"
"PRD-00735",2026-05-20,"Siang","Line-B","OP01","M-03","Housing",377,402,4,7,39.6,1,106.6,"2026-05","Wednesday"
"PRD-00736",2026-05-21,"Siang","Line-B","OP06","M-04","Housing",300,353,12,34,51.5,3.4,117.7,"2026-05","Thursday"
"PRD-00737",2026-05-22,"Siang","Line-B","OP06","M-04","Housing",301,271,9,43,48.6,3.32,90,"2026-05","Friday"
"PRD-00738",2026-05-23,"Siang","Line-B","OP02","M-04","Bracket",442,446,6,40,55.7,1.35,100.9,"2026-05","Saturday"
"PRD-00739",2026-05-25,"Siang","Line-B","OP08","M-03","Housing",361,359,1,5,41.4,0.28,99.4,"2026-05","Monday"
"PRD-00740",2026-05-26,"Siang","Line-B","OP06","M-03","Shaft",340,274,8,4,57.3,2.92,80.6,"2026-05","Tuesday"
"PRD-00741",2026-05-27,"Siang","Line-B","OP03","M-04","Housing",341,351,8,14,56.6,2.28,102.9,"2026-05","Wednesday"
"PRD-00742",2026-05-28,"Siang","Line-B","OP08","M-04","Shaft",316,318,3,10,52.7,0.94,100.6,"2026-05","Thursday"
"PRD-00743",2026-05-29,"Siang","Line-B","OP04","M-03","Housing",299,319,7,2,41.1,2.19,106.7,"2026-05","Friday"
"PRD-00744",2026-05-30,"Siang","Line-B","OP08","M-04","Housing",341,289,1,26,48.9,0.35,84.8,"2026-05","Saturday"
"PRD-00745",2026-06-01,"Siang","Line-B","OP07","M-04","Housing",326,287,8,35,49.7,2.79,88,"2026-06","Monday"
"PRD-00746",2026-06-02,"Siang","Line-B","OP05","M-03","Bracket",457,500,9,29,51,1.8,109.4,"2026-06","Tuesday"
"PRD-00747",2026-06-03,"Siang","Line-B","OP05","M-04","Shaft",259,247,4,15,46.4,1.62,95.4,"2026-06","Wednesday"
"PRD-00748",2026-06-04,"Siang","Line-B","OP06","M-04","Housing",357,337,15,16,43.7,4.45,94.4,"2026-06","Thursday"
"PRD-00749",2026-06-05,"Siang","Line-B","OP02","M-04","Housing",362,348,0,19,42.9,0,96.1,"2026-06","Friday"
"PRD-00750",2026-06-06,"Siang","Line-B","OP08","M-04","Shaft",272,253,6,28,55.7,2.37,93,"2026-06","Saturday"
"PRD-00751",2026-06-08,"Siang","Line-B","OP08","M-04","Shaft",317,306,7,10,57.5,2.29,96.5,"2026-06","Monday"
"PRD-00752",2026-06-09,"Siang","Line-B","OP02","M-03","Housing",353,347,3,17,43.7,0.86,98.3,"2026-06","Tuesday"
"PRD-00753",2026-06-10,"Siang","Line-B","OP03","M-03","Housing",337,321,5,5,46.3,1.56,95.3,"2026-06","Wednesday"
"PRD-00754",2026-06-11,"Siang","Line-B","OP08","M-04","Housing",345,329,6,13,50.3,1.82,95.4,"2026-06","Thursday"
"PRD-00755",2026-06-12,"Siang","Line-B","OP01","M-03","Bracket",457,468,9,7,42.7,1.92,102.4,"2026-06","Friday"
"PRD-00756",2026-06-13,"Siang","Line-B","OP06","M-04","Shaft",269,235,8,13,50,3.4,87.4,"2026-06","Saturday"
"PRD-00757",2026-06-15,"Siang","Line-B","OP06","M-03","Shaft",303,295,5,4,53.5,1.69,97.4,"2026-06","Monday"
"PRD-00758",2026-06-16,"Siang","Line-B","OP02","M-04","Bracket",369,348,3,12,41.1,0.86,94.3,"2026-06","Tuesday"
"PRD-00759",2026-06-17,"Siang","Line-B","OP04","M-03","Housing",381,376,12,42,38,3.19,98.7,"2026-06","Wednesday"
"PRD-00760",2026-06-18,"Siang","Line-B","OP01","M-04","Bracket",389,392,7,13,41.9,1.79,100.8,"2026-06","Thursday"
"PRD-00761",2026-06-19,"Siang","Line-B","OP02","M-03","Housing",348,334,2,9,48.8,0.6,96,"2026-06","Friday"
"PRD-00762",2026-06-20,"Siang","Line-B","OP05","M-04","Shaft",303,311,3,16,55,0.96,102.6,"2026-06","Saturday"
"PRD-00763",2026-06-22,"Siang","Line-B","OP04","M-04","Bracket",437,478,12,16,34,2.51,109.4,"2026-06","Monday"
"PRD-00764",2026-06-23,"Siang","Line-B","OP05","M-04","Bracket",416,385,16,10,39.7,4.16,92.5,"2026-06","Tuesday"
"PRD-00765",2026-06-24,"Siang","Line-B","OP05","M-04","Bracket",424,399,10,51,53,2.51,94.1,"2026-06","Wednesday"
"PRD-00766",2026-06-25,"Siang","Line-B","OP02","M-04","Housing",271,255,5,9,33.4,1.96,94.1,"2026-06","Thursday"
"PRD-00767",2026-06-26,"Siang","Line-B","OP06","M-04","Shaft",297,300,21,37,57.1,7,101,"2026-06","Friday"
"PRD-00768",2026-06-27,"Siang","Line-B","OP06","M-03","Bracket",449,500,11,22,40.6,2.2,111.4,"2026-06","Saturday"
"PRD-00769",2026-06-29,"Siang","Line-B","OP03","M-03","Housing",311,282,6,24,40.8,2.13,90.7,"2026-06","Monday"
"PRD-00770",2026-06-30,"Siang","Line-B","OP02","M-04","Shaft",301,271,9,11,54,3.32,90,"2026-06","Tuesday"
"PRD-00771",2026-01-02,"Malam","Line-B","OP07","M-04","Bracket",343,319,11,33,43.7,3.45,93,"2026-01","Friday"
"PRD-00772",2026-01-03,"Malam","Line-B","OP07","M-03","Shaft",273,267,6,4,58.1,2.25,97.8,"2026-01","Saturday"
"PRD-00773",2026-01-05,"Malam","Line-B","OP03","M-04","Housing",315,350,5,13,38.3,1.43,111.1,"2026-01","Monday"
"PRD-00774",2026-01-06,"Malam","Line-B","OP03","M-04","Housing",293,290,5,33,47,1.72,99,"2026-01","Tuesday"
"PRD-00775",2026-01-07,"Malam","Line-B","OP06","M-04","Bracket",387,427,21,31,48.8,4.92,110.3,"2026-01","Wednesday"
"PRD-00776",2026-01-08,"Malam","Line-B","OP06","M-03","Bracket",410,361,11,8,53,3.05,88,"2026-01","Thursday"
"PRD-00777",2026-01-09,"Malam","Line-B","OP04","M-03","Housing",273,268,4,6,51,1.49,98.2,"2026-01","Friday"
"PRD-00778",2026-01-10,"Malam","Line-B","OP03","M-04","Shaft",304,332,9,13,63,2.71,109.2,"2026-01","Saturday"
"PRD-00779",2026-01-12,"Malam","Line-B","OP05","M-04","Shaft",242,224,5,28,55.1,2.23,92.6,"2026-01","Monday"
"PRD-00780",2026-01-13,"Malam","Line-B","OP06","M-04","Bracket",399,401,20,33,42.8,4.99,100.5,"2026-01","Tuesday"
"PRD-00781",2026-01-14,"Malam","Line-B","OP02","M-03","Shaft",271,278,2,21,50.4,0.72,102.6,"2026-01","Wednesday"
"PRD-00782",2026-01-15,"Malam","Line-B","OP07","M-03","Shaft",264,227,1,9,59.1,0.44,86,"2026-01","Thursday"
"PRD-00783",2026-01-16,"Malam","Line-B","OP01","M-04","Housing",281,294,5,22,41.9,1.7,104.6,"2026-01","Friday"
"PRD-00784",2026-01-17,"Malam","Line-B","OP03","M-04","Housing",312,288,14,12,47.1,4.86,92.3,"2026-01","Saturday"
"PRD-00785",2026-01-19,"Malam","Line-B","OP04","M-03","Bracket",382,393,6,31,51.4,1.53,102.9,"2026-01","Monday"
"PRD-00786",2026-01-20,"Malam","Line-B","OP04","M-03","Housing",340,280,8,42,37.4,2.86,82.4,"2026-01","Tuesday"
"PRD-00787",2026-01-21,"Malam","Line-B","OP03","M-03","Bracket",358,361,14,21,46.9,3.88,100.8,"2026-01","Wednesday"
"PRD-00788",2026-01-22,"Malam","Line-B","OP03","M-04","Bracket",326,299,9,53,51,3.01,91.7,"2026-01","Thursday"
"PRD-00789",2026-01-23,"Malam","Line-B","OP05","M-04","Housing",338,332,4,9,45.5,1.2,98.2,"2026-01","Friday"
"PRD-00790",2026-01-24,"Malam","Line-B","OP07","M-04","Bracket",348,359,11,23,53.1,3.06,103.2,"2026-01","Saturday"
"PRD-00791",2026-01-26,"Malam","Line-B","OP03","M-03","Shaft",245,247,7,3,54,2.83,100.8,"2026-01","Monday"
"PRD-00792",2026-01-27,"Malam","Line-B","OP05","M-04","Bracket",434,404,6,14,45.2,1.49,93.1,"2026-01","Tuesday"
"PRD-00793",2026-01-28,"Malam","Line-B","OP03","M-03","Bracket",416,384,7,12,46.9,1.82,92.3,"2026-01","Wednesday"
"PRD-00794",2026-01-29,"Malam","Line-B","OP06","M-03","Housing",317,296,8,10,40.3,2.7,93.4,"2026-01","Thursday"
"PRD-00795",2026-01-30,"Malam","Line-B","OP07","M-04","Shaft",275,288,8,14,55.1,2.78,104.7,"2026-01","Friday"
"PRD-00796",2026-01-31,"Malam","Line-B","OP04","M-03","Bracket",388,387,13,15,44.6,3.36,99.7,"2026-01","Saturday"
