"Tanggal","Mesin","Shift","Breakdown","Penyebab","WaktuPerbaikanMenit","DowntimeTerencana","DowntimeMenit","UnitsProduced"
2026-01-28,"M-06","Malam",0,"Preventive OK",0,0,0,334
2026-01-28,"M-06","Pagi",0,"Preventive OK",0,0,0,368
2026-01-28,"M-06","Siang",0,"Preventive OK",0,0,0,390
2026-01-29,"M-01","Malam",0,"Preventive OK",0,0,0,817
2026-01-29,"M-01","Pagi",0,"Preventive OK",0,0,0,791
2026-01-29,"M-01","Siang",0,"Preventive OK",0,0,0,751
2026-01-29,"M-02","Malam",0,"Preventive OK",0,0,0,740
2026-01-29,"M-02","Pagi",1,"Kelistrikan",20,0,20,764
2026-01-29,"M-02","Siang",1,"Bearing Failure",24,0,24,846
2026-01-29,"M-03","Malam",0,"Preventive OK",0,0,0,811
2026-01-29,"M-03","Pagi",0,"Preventive OK",0,0,0,757
2026-01-29,"M-03","Siang",0,"Preventive OK",0,0,0,929
2026-01-29,"M-04","Malam",0,"Preventive OK",0,0,0,798
2026-01-29,"M-04","Pagi",0,"Preventive OK",0,0,0,822
2026-01-29,"M-04","Siang",0,"Preventive OK",0,0,0,801
2026-01-29,"M-05","Malam",0,"Preventive OK",0,0,0,391
2026-01-29,"M-05","Pagi",1,"Setup & Adjust",26,0,26,413
2026-01-29,"M-05","Siang",0,"Preventive OK",0,0,0,393
2026-01-29,"M-06","Malam",0,"Preventive OK",0,0,0,413
2026-01-29,"M-06","Pagi",0,"Preventive OK",0,0,0,408
2026-01-29,"M-06","Siang",0,"Preventive OK",0,0,0,420
2026-01-30,"M-01","Malam",0,"Preventive OK",0,0,0,821
2026-01-30,"M-01","Pagi",0,"Preventive OK",0,0,0,746
2026-01-30,"M-01","Siang",0,"Preventive OK",0,0,0,722
2026-01-30,"M-02","Malam",1,"Bearing Failure",35,0,35,867
2026-01-30,"M-02","Pagi",0,"Preventive OK",0,0,0,815
2026-01-30,"M-02","Siang",0,"Preventive OK",0,0,0,812
2026-01-30,"M-03","Malam",0,"Preventive OK",0,0,0,779
2026-01-30,"M-03","Pagi",1,"Bearing Failure",16,0,16,789
2026-01-30,"M-03","Siang",0,"Preventive OK",0,0,0,795
2026-01-30,"M-04","Malam",0,"Preventive OK",0,0,0,814
2026-01-30,"M-04","Pagi",0,"Preventive OK",0,0,0,797
2026-01-30,"M-04","Siang",0,"Preventive OK",0,0,0,845
2026-01-30,"M-05","Malam",0,"Preventive OK",0,0,0,434
2026-01-30,"M-05","Pagi",0,"Preventive OK",0,0,0,410
2026-01-30,"M-05","Siang",0,"Preventive OK",0,0,0,402
2026-01-30,"M-06","Malam",1,"Setup & Adjust",22,0,22,356
2026-01-30,"M-06","Pagi",0,"Preventive OK",0,0,0,457
2026-01-30,"M-06","Siang",0,"Preventive OK",0,0,0,427
2026-01-31,"M-01","Malam",0,"Preventive OK",0,0,0,906
2026-01-31,"M-01","Pagi",0,"Preventive OK",0,0,0,835
2026-01-31,"M-01","Siang",0,"Preventive OK",0,0,0,864
2026-01-31,"M-02","Malam",0,"Preventive OK",0,0,0,781
2026-01-31,"M-02","Pagi",0,"Preventive OK",0,0,0,733
2026-01-31,"M-02","Siang",1,"Kelistrikan",23,0,23,753
2026-01-31,"M-03","Malam",0,"Preventive OK",0,0,0,798
2026-01-31,"M-03","Pagi",0,"Preventive OK",0,0,0,781
2026-01-31,"M-03","Siang",1,"Kelistrikan",34,0,34,718
2026-01-31,"M-04","Malam",1,"Bearing Failure",18,0,18,819
2026-01-31,"M-04","Pagi",0,"Preventive OK",0,0,0,766
2026-01-31,"M-04","Siang",0,"Preventive OK",0,0,0,795
2026-01-31,"M-05","Malam",0,"Preventive OK",0,0,0,379
2026-01-31,"M-05","Pagi",0,"Preventive OK",0,0,0,435
2026-01-31,"M-05","Siang",0,"Preventive OK",0,0,0,420
2026-01-31,"M-06","Malam",0,"Preventive OK",0,0,0,368
2026-01-31,"M-06","Pagi",0,"Preventive OK",0,0,0,429
2026-01-31,"M-06","Siang",0,"Preventive OK",0,0,0,384
2026-02-02,"M-01","Malam",0,"Preventive OK",0,30,30,867
2026-02-02,"M-01","Pagi",0,"Preventive OK",0,30,30,809
2026-02-02,"M-01","Siang",0,"Preventive OK",0,30,30,845
2026-02-02,"M-02","Malam",1,"Bearing Failure",35,30,65,747
2026-02-02,"M-02","Pagi",0,"Preventive OK",0,30,30,866
2026-02-02,"M-02","Siang",0,"Preventive OK",0,30,30,678
2026-02-02,"M-03","Malam",0,"Preventive OK",0,30,30,868
2026-02-02,"M-03","Pagi",0,"Preventive OK",0,30,30,820
2026-02-02,"M-03","Siang",0,"Preventive OK",0,30,30,915
2026-02-02,"M-04","Malam",0,"Preventive OK",0,30,30,814
2026-02-02,"M-04","Pagi",0,"Preventive OK",0,30,30,767
2026-02-02,"M-04","Siang",0,"Preventive OK",0,30,30,798
2026-02-02,"M-05","Malam",0,"Preventive OK",0,30,30,394
2026-02-02,"M-05","Pagi",0,"Preventive OK",0,30,30,435
2026-02-02,"M-05","Siang",0,"Preventive OK",0,30,30,404
2026-02-02,"M-06","Malam",0,"Preventive OK",0,30,30,444
2026-02-02,"M-06","Pagi",0,"Preventive OK",0,30,30,387
2026-02-02,"M-06","Siang",0,"Preventive OK",0,30,30,354
2026-02-03,"M-01","Malam",0,"Preventive OK",0,0,0,967
2026-02-03,"M-01","Pagi",0,"Preventive OK",0,0,0,892
2026-02-03,"M-01","Siang",0,"Preventive OK",0,0,0,793
2026-02-03,"M-02","Malam",0,"Preventive OK",0,0,0,767
2026-02-03,"M-02","Pagi",0,"Preventive OK",0,0,0,667
2026-02-03,"M-02","Siang",0,"Preventive OK",0,0,0,950
2026-02-03,"M-03","Malam",0,"Preventive OK",0,0,0,846
2026-02-03,"M-03","Pagi",0,"Preventive OK",0,0,0,782
2026-02-03,"M-03","Siang",0,"Preventive OK",0,0,0,722
2026-02-03,"M-04","Malam",0,"Preventive OK",0,0,0,858
2026-02-03,"M-04","Pagi",1,"Bearing Failure",19,0,19,811
2026-02-03,"M-04","Siang",0,"Preventive OK",0,0,0,788
2026-02-03,"M-05","Malam",0,"Preventive OK",0,0,0,387
2026-02-03,"M-05","Pagi",0,"Preventive OK",0,0,0,400
2026-02-03,"M-05","Siang",0,"Preventive OK",0,0,0,427
2026-02-03,"M-06","Malam",0,"Preventive OK",0,0,0,393
2026-02-03,"M-06","Pagi",0,"Preventive OK",0,0,0,422
2026-02-03,"M-06","Siang",0,"Preventive OK",0,0,0,407
2026-02-04,"M-01","Malam",0,"Preventive OK",0,0,0,779
2026-02-04,"M-01","Pagi",0,"Preventive OK",0,0,0,798
2026-02-04,"M-01","Siang",0,"Preventive OK",0,0,0,762
2026-02-04,"M-02","Malam",0,"Preventive OK",0,0,0,881
2026-02-04,"M-02","Pagi",0,"Preventive OK",0,0,0,852
2026-02-04,"M-02","Siang",0,"Preventive OK",0,0,0,924
2026-02-04,"M-03","Malam",0,"Preventive OK",0,0,0,703
2026-02-04,"M-03","Pagi",0,"Preventive OK",0,0,0,884
2026-02-04,"M-03","Siang",0,"Preventive OK",0,0,0,777
2026-02-04,"M-04","Malam",0,"Preventive OK",0,0,0,881
2026-02-04,"M-04","Pagi",0,"Preventive OK",0,0,0,839
2026-02-04,"M-04","Siang",0,"Preventive OK",0,0,0,862
2026-02-04,"M-05","Malam",0,"Preventive OK",0,0,0,375
2026-02-04,"M-05","Pagi",0,"Preventive OK",0,0,0,470
2026-02-04,"M-05","Siang",0,"Preventive OK",0,0,0,449
2026-02-04,"M-06","Malam",0,"Preventive OK",0,0,0,327
2026-02-04,"M-06","Pagi",0,"Preventive OK",0,0,0,410
2026-02-04,"M-06","Siang",0,"Preventive OK",0,0,0,449
2026-02-05,"M-01","Malam",0,"Preventive OK",0,0,0,772
2026-02-05,"M-01","Pagi",0,"Preventive OK",0,0,0,847
2026-02-05,"M-01","Siang",0,"Preventive OK",0,0,0,661
2026-02-05,"M-02","Malam",0,"Preventive OK",0,0,0,781
2026-02-05,"M-02","Pagi",0,"Preventive OK",0,0,0,921
2026-02-05,"M-02","Siang",0,"Preventive OK",0,0,0,873
2026-02-05,"M-03","Malam",0,"Preventive OK",0,0,0,981
2026-02-05,"M-03","Pagi",0,"Preventive OK",0,0,0,706
2026-02-05,"M-03","Siang",0,"Preventive OK",0,0,0,874
2026-02-05,"M-04","Malam",0,"Preventive OK",0,0,0,792
2026-02-05,"M-04","Pagi",0,"Preventive OK",0,0,0,805
2026-02-05,"M-04","Siang",0,"Preventive OK",0,0,0,871
2026-02-05,"M-05","Malam",0,"Preventive OK",0,0,0,439
2026-02-05,"M-05","Pagi",0,"Preventive OK",0,0,0,428
2026-02-05,"M-05","Siang",0,"Preventive OK",0,0,0,421
2026-02-05,"M-06","Malam",0,"Preventive OK",0,0,0,443
2026-02-05,"M-06","Pagi",0,"Preventive OK",0,0,0,428
2026-02-05,"M-06","Siang",0,"Preventive OK",0,0,0,394
2026-02-06,"M-01","Malam",0,"Preventive OK",0,0,0,904
2026-02-06,"M-01","Pagi",0,"Preventive OK",0,0,0,788
2026-02-06,"M-01","Siang",0,"Preventive OK",0,0,0,885
2026-02-06,"M-02","Malam",1,"Tool Wear",26,0,26,801
2026-02-06,"M-02","Pagi",0,"Preventive OK",0,0,0,827
2026-02-06,"M-02","Siang",0,"Preventive OK",0,0,0,793
2026-02-06,"M-03","Malam",0,"Preventive OK",0,0,0,822
2026-02-06,"M-03","Pagi",0,"Preventive OK",0,0,0,785
2026-02-06,"M-03","Siang",0,"Preventive OK",0,0,0,838
2026-02-06,"M-04","Malam",0,"Preventive OK",0,0,0,842
2026-02-06,"M-04","Pagi",0,"Preventive OK",0,0,0,829
2026-02-06,"M-04","Siang",0,"Preventive OK",0,0,0,813
2026-02-06,"M-05","Malam",0,"Preventive OK",0,0,0,410
2026-02-06,"M-05","Pagi",0,"Preventive OK",0,0,0,399
2026-02-06,"M-05","Siang",0,"Preventive OK",0,0,0,445
2026-02-06,"M-06","Malam",0,"Preventive OK",0,0,0,372
2026-02-06,"M-06","Pagi",0,"Preventive OK",0,0,0,417
2026-02-06,"M-06","Siang",0,"Preventive OK",0,0,0,407
2026-02-07,"M-01","Malam",0,"Preventive OK",0,0,0,901
2026-02-07,"M-01","Pagi",0,"Preventive OK",0,0,0,842
2026-02-07,"M-01","Siang",0,"Preventive OK",0,0,0,869
2026-02-07,"M-02","Malam",0,"Preventive OK",0,0,0,772
2026-02-07,"M-02","Pagi",1,"Tool Wear",30,0,30,790
2026-02-07,"M-02","Siang",0,"Preventive OK",0,0,0,775
2026-02-07,"M-03","Malam",0,"Preventive OK",0,0,0,772
2026-02-07,"M-03","Pagi",0,"Preventive OK",0,0,0,832
2026-02-07,"M-03","Siang",0,"Preventive OK",0,0,0,873
2026-02-07,"M-04","Malam",0,"Preventive OK",0,0,0,842
2026-02-07,"M-04","Pagi",0,"Preventive OK",0,0,0,818
2026-02-07,"M-04","Siang",0,"Preventive OK",0,0,0,724
2026-02-07,"M-05","Malam",0,"Preventive OK",0,0,0,393
2026-02-07,"M-05","Pagi",0,"Preventive OK",0,0,0,440
2026-02-07,"M-05","Siang",0,"Preventive OK",0,0,0,426
2026-02-07,"M-06","Malam",0,"Preventive OK",0,0,0,433
2026-02-07,"M-06","Pagi",0,"Preventive OK",0,0,0,368
2026-02-07,"M-06","Siang",0,"Preventive OK",0,0,0,417
2026-02-09,"M-01","Malam",0,"Preventive OK",0,30,30,963
2026-02-09,"M-01","Pagi",0,"Preventive OK",0,30,30,850
2026-02-09,"M-01","Siang",0,"Preventive OK",0,30,30,740
2026-02-09,"M-02","Malam",0,"Preventive OK",0,30,30,919
2026-02-09,"M-02","Pagi",0,"Preventive OK",0,30,30,727
2026-02-09,"M-02","Siang",0,"Preventive OK",0,30,30,798
2026-02-09,"M-03","Malam",0,"Preventive OK",0,30,30,783
2026-02-09,"M-03","Pagi",0,"Preventive OK",0,30,30,837
2026-02-09,"M-03","Siang",0,"Preventive OK",0,30,30,880
2026-02-09,"M-04","Malam",0,"Preventive OK",0,30,30,821
2026-02-09,"M-04","Pagi",0,"Preventive OK",0,30,30,815
2026-02-09,"M-04","Siang",0,"Preventive OK",0,30,30,794
2026-02-09,"M-05","Malam",1,"Setup & Adjust",25,30,55,352
2026-02-09,"M-05","Pagi",0,"Preventive OK",0,30,30,443
2026-02-09,"M-05","Siang",0,"Preventive OK",0,30,30,424
2026-02-09,"M-06","Malam",0,"Preventive OK",0,30,30,460
2026-02-09,"M-06","Pagi",0,"Preventive OK",0,30,30,481
2026-02-09,"M-06","Siang",0,"Preventive OK",0,30,30,411
2026-02-10,"M-01","Malam",0,"Preventive OK",0,0,0,818
2026-02-10,"M-01","Pagi",0,"Preventive OK",0,0,0,859
2026-02-10,"M-01","Siang",0,"Preventive OK",0,0,0,873
2026-02-10,"M-02","Malam",0,"Preventive OK",0,0,0,845
2026-02-10,"M-02","Pagi",0,"Preventive OK",0,0,0,873
2026-02-10,"M-02","Siang",0,"Preventive OK",0,0,0,851
2026-02-10,"M-03","Malam",0,"Preventive OK",0,0,0,967
2026-02-10,"M-03","Pagi",0,"Preventive OK",0,0,0,790
2026-02-10,"M-03","Siang",0,"Preventive OK",0,0,0,898
2026-02-10,"M-04","Malam",0,"Preventive OK",0,0,0,770
2026-02-10,"M-04","Pagi",0,"Preventive OK",0,0,0,803
2026-02-10,"M-04","Siang",0,"Preventive OK",0,0,0,812
2026-02-10,"M-05","Malam",1,"Setup & Adjust",27,0,27,399
2026-02-10,"M-05","Pagi",0,"Preventive OK",0,0,0,434
2026-02-10,"M-05","Siang",0,"Preventive OK",0,0,0,450
2026-02-10,"M-06","Malam",0,"Preventive OK",0,0,0,371
2026-02-10,"M-06","Pagi",0,"Preventive OK",0,0,0,413
2026-02-10,"M-06","Siang",0,"Preventive OK",0,0,0,421
2026-02-11,"M-01","Malam",0,"Preventive OK",0,0,0,815
2026-02-11,"M-01","Pagi",0,"Preventive OK",0,0,0,802
2026-02-11,"M-01","Siang",0,"Preventive OK",0,0,0,893
2026-02-11,"M-02","Malam",0,"Preventive OK",0,0,0,823
2026-02-11,"M-02","Pagi",0,"Preventive OK",0,0,0,716
2026-02-11,"M-02","Siang",0,"Preventive OK",0,0,0,827
2026-02-11,"M-03","Malam",0,"Preventive OK",0,0,0,907
2026-02-11,"M-03","Pagi",0,"Preventive OK",0,0,0,786
2026-02-11,"M-03","Siang",1,"Setup & Adjust",12,0,12,795
2026-02-11,"M-04","Malam",0,"Preventive OK",0,0,0,776
2026-02-11,"M-04","Pagi",0,"Preventive OK",0,0,0,852
2026-02-11,"M-04","Siang",0,"Preventive OK",0,0,0,820
2026-02-11,"M-05","Malam",0,"Preventive OK",0,0,0,449
2026-02-11,"M-05","Pagi",1,"Tool Wear",25,0,25,405
2026-02-11,"M-05","Siang",0,"Preventive OK",0,0,0,359
2026-02-11,"M-06","Malam",0,"Preventive OK",0,0,0,424
2026-02-11,"M-06","Pagi",0,"Preventive OK",0,0,0,439
2026-02-11,"M-06","Siang",0,"Preventive OK",0,0,0,360
2026-02-12,"M-01","Malam",0,"Preventive OK",0,0,0,777
2026-02-12,"M-01","Pagi",0,"Preventive OK",0,0,0,739
2026-02-12,"M-01","Siang",0,"Preventive OK",0,0,0,831
2026-02-12,"M-02","Malam",0,"Preventive OK",0,0,0,988
2026-02-12,"M-02","Pagi",0,"Preventive OK",0,0,0,717
2026-02-12,"M-02","Siang",0,"Preventive OK",0,0,0,871
2026-02-12,"M-03","Malam",0,"Preventive OK",0,0,0,829
2026-02-12,"M-03","Pagi",0,"Preventive OK",0,0,0,889
2026-02-12,"M-03","Siang",0,"Preventive OK",0,0,0,783
2026-02-12,"M-04","Malam",0,"Preventive OK",0,0,0,806
2026-02-12,"M-04","Pagi",0,"Preventive OK",0,0,0,806
2026-02-12,"M-04","Siang",0,"Preventive OK",0,0,0,764
2026-02-12,"M-05","Malam",0,"Preventive OK",0,0,0,405
2026-02-12,"M-05","Pagi",0,"Preventive OK",0,0,0,414
2026-02-12,"M-05","Siang",0,"Preventive OK",0,0,0,429
2026-02-12,"M-06","Malam",0,"Preventive OK",0,0,0,409
2026-02-12,"M-06","Pagi",0,"Preventive OK",0,0,0,396
2026-02-12,"M-06","Siang",0,"Preventive OK",0,0,0,414
2026-02-13,"M-01","Malam",0,"Preventive OK",0,0,0,752
2026-02-13,"M-01","Pagi",0,"Preventive OK",0,0,0,765
2026-02-13,"M-01","Siang",0,"Preventive OK",0,0,0,783
2026-02-13,"M-02","Malam",0,"Preventive OK",0,0,0,770
2026-02-13,"M-02","Pagi",1,"Tool Wear",35,0,35,760
2026-02-13,"M-02","Siang",0,"Preventive OK",0,0,0,778
2026-02-13,"M-03","Malam",0,"Preventive OK",0,0,0,856
2026-02-13,"M-03","Pagi",0,"Preventive OK",0,0,0,808
2026-02-13,"M-03","Siang",0,"Preventive OK",0,0,0,778
2026-02-13,"M-04","Malam",0,"Preventive OK",0,0,0,892
2026-02-13,"M-04","Pagi",1,"Tool Wear",29,0,29,720
2026-02-13,"M-04","Siang",0,"Preventive OK",0,0,0,824
2026-02-13,"M-05","Malam",0,"Preventive OK",0,0,0,393
2026-02-13,"M-05","Pagi",0,"Preventive OK",0,0,0,455
2026-02-13,"M-05","Siang",0,"Preventive OK",0,0,0,394
2026-02-13,"M-06","Malam",0,"Preventive OK",0,0,0,450
2026-02-13,"M-06","Pagi",0,"Preventive OK",0,0,0,396
2026-02-13,"M-06","Siang",0,"Preventive OK",0,0,0,414
2026-02-14,"M-01","Malam",0,"Preventive OK",0,0,0,908
2026-02-14,"M-01","Pagi",0,"Preventive OK",0,0,0,907
2026-02-14,"M-01","Siang",0,"Preventive OK",0,0,0,723
2026-02-14,"M-02","Malam",0,"Preventive OK",0,0,0,807
2026-02-14,"M-02","Pagi",0,"Preventive OK",0,0,0,925
2026-02-14,"M-02","Siang",0,"Preventive OK",0,0,0,824
2026-02-14,"M-03","Malam",0,"Preventive OK",0,0,0,750
2026-02-14,"M-03","Pagi",0,"Preventive OK",0,0,0,812
2026-02-14,"M-03","Siang",0,"Preventive OK",0,0,0,734
2026-02-14,"M-04","Malam",1,"Bearing Failure",32,0,32,810
2026-02-14,"M-04","Pagi",0,"Preventive OK",0,0,0,771
2026-02-14,"M-04","Siang",0,"Preventive OK",0,0,0,809
2026-02-14,"M-05","Malam",0,"Preventive OK",0,0,0,428
2026-02-14,"M-05","Pagi",0,"Preventive OK",0,0,0,419
2026-02-14,"M-05","Siang",0,"Preventive OK",0,0,0,373
2026-02-14,"M-06","Malam",0,"Preventive OK",0,0,0,342
2026-02-14,"M-06","Pagi",0,"Preventive OK",0,0,0,423
2026-02-14,"M-06","Siang",0,"Preventive OK",0,0,0,410
2026-02-16,"M-01","Malam",0,"Preventive OK",0,30,30,864
2026-02-16,"M-01","Pagi",0,"Preventive OK",0,30,30,767
2026-02-16,"M-01","Siang",0,"Preventive OK",0,30,30,863
2026-02-16,"M-02","Malam",1,"Bearing Failure",29,30,59,769
2026-02-16,"M-02","Pagi",0,"Preventive OK",0,30,30,802
2026-02-16,"M-02","Siang",0,"Preventive OK",0,30,30,866
2026-02-16,"M-03","Malam",0,"Preventive OK",0,30,30,801
2026-02-16,"M-03","Pagi",0,"Preventive OK",0,30,30,736
2026-02-16,"M-03","Siang",0,"Preventive OK",0,30,30,799
2026-02-16,"M-04","Malam",0,"Preventive OK",0,30,30,794
2026-02-16,"M-04","Pagi",0,"Preventive OK",0,30,30,906
2026-02-16,"M-04","Siang",0,"Preventive OK",0,30,30,846
2026-02-16,"M-05","Malam",0,"Preventive OK",0,30,30,435
2026-02-16,"M-05","Pagi",0,"Preventive OK",0,30,30,419
2026-02-16,"M-05","Siang",0,"Preventive OK",0,30,30,421
2026-02-16,"M-06","Malam",1,"Setup & Adjust",22,30,52,432
2026-02-16,"M-06","Pagi",0,"Preventive OK",0,30,30,439
2026-02-16,"M-06","Siang",0,"Preventive OK",0,30,30,419
2026-02-17,"M-01","Malam",0,"Preventive OK",0,0,0,741
2026-02-17,"M-01","Pagi",0,"Preventive OK",0,0,0,816
2026-02-17,"M-01","Siang",0,"Preventive OK",0,0,0,791
2026-02-17,"M-02","Malam",0,"Preventive OK",0,0,0,762
2026-02-17,"M-02","Pagi",0,"Preventive OK",0,0,0,818
2026-02-17,"M-02","Siang",0,"Preventive OK",0,0,0,838
2026-02-17,"M-03","Malam",0,"Preventive OK",0,0,0,822
2026-02-17,"M-03","Pagi",0,"Preventive OK",0,0,0,825
2026-02-17,"M-03","Siang",0,"Preventive OK",0,0,0,802
2026-02-17,"M-04","Malam",0,"Preventive OK",0,0,0,952
2026-02-17,"M-04","Pagi",0,"Preventive OK",0,0,0,924
2026-02-17,"M-04","Siang",0,"Preventive OK",0,0,0,913
2026-02-17,"M-05","Malam",0,"Preventive OK",0,0,0,375
2026-02-17,"M-05","Pagi",0,"Preventive OK",0,0,0,402
2026-02-17,"M-05","Siang",0,"Preventive OK",0,0,0,413
2026-02-17,"M-06","Malam",0,"Preventive OK",0,0,0,388
2026-02-17,"M-06","Pagi",0,"Preventive OK",0,0,0,393
2026-02-17,"M-06","Siang",0,"Preventive OK",0,0,0,415
2026-02-18,"M-01","Malam",0,"Preventive OK",0,0,0,830
2026-02-18,"M-01","Pagi",0,"Preventive OK",0,0,0,777
2026-02-18,"M-01","Siang",0,"Preventive OK",0,0,0,789
2026-02-18,"M-02","Malam",0,"Preventive OK",0,0,0,848
2026-02-18,"M-02","Pagi",0,"Preventive OK",0,0,0,887
2026-02-18,"M-02","Siang",0,"Preventive OK",0,0,0,844
2026-02-18,"M-03","Malam",0,"Preventive OK",0,0,0,787
2026-02-18,"M-03","Pagi",0,"Preventive OK",0,0,0,816
2026-02-18,"M-03","Siang",0,"Preventive OK",0,0,0,874
2026-02-18,"M-04","Malam",0,"Preventive OK",0,0,0,718
2026-02-18,"M-04","Pagi",0,"Preventive OK",0,0,0,760
2026-02-18,"M-04","Siang",0,"Preventive OK",0,0,0,840
2026-02-18,"M-05","Malam",0,"Preventive OK",0,0,0,413
2026-02-18,"M-05","Pagi",0,"Preventive OK",0,0,0,406
2026-02-18,"M-05","Siang",0,"Preventive OK",0,0,0,393
2026-02-18,"M-06","Malam",0,"Preventive OK",0,0,0,405
2026-02-18,"M-06","Pagi",0,"Preventive OK",0,0,0,419
2026-02-18,"M-06","Siang",0,"Preventive OK",0,0,0,410
2026-02-19,"M-01","Malam",0,"Preventive OK",0,0,0,887
2026-02-19,"M-01","Pagi",0,"Preventive OK",0,0,0,837
2026-02-19,"M-01","Siang",0,"Preventive OK",0,0,0,820
2026-02-19,"M-02","Malam",0,"Preventive OK",0,0,0,767
2026-02-19,"M-02","Pagi",0,"Preventive OK",0,0,0,841
2026-02-19,"M-02","Siang",0,"Preventive OK",0,0,0,739
2026-02-19,"M-03","Malam",0,"Preventive OK",0,0,0,783
2026-02-19,"M-03","Pagi",0,"Preventive OK",0,0,0,833
2026-02-19,"M-03","Siang",0,"Preventive OK",0,0,0,731
2026-02-19,"M-04","Malam",0,"Preventive OK",0,0,0,835
2026-02-19,"M-04","Pagi",0,"Preventive OK",0,0,0,810
2026-02-19,"M-04","Siang",0,"Preventive OK",0,0,0,821
2026-02-19,"M-05","Malam",0,"Preventive OK",0,0,0,403
2026-02-19,"M-05","Pagi",0,"Preventive OK",0,0,0,398
2026-02-19,"M-05","Siang",0,"Preventive OK",0,0,0,394
2026-02-19,"M-06","Malam",0,"Preventive OK",0,0,0,403
2026-02-19,"M-06","Pagi",0,"Preventive OK",0,0,0,389
2026-02-19,"M-06","Siang",0,"Preventive OK",0,0,0,444
2026-02-20,"M-01","Malam",0,"Preventive OK",0,0,0,893
2026-02-20,"M-01","Pagi",1,"Tool Wear",30,0,30,814
2026-02-20,"M-01","Siang",0,"Preventive OK",0,0,0,774
2026-02-20,"M-02","Malam",0,"Preventive OK",0,0,0,811
2026-02-20,"M-02","Pagi",1,"Kelistrikan",53,0,53,766
2026-02-20,"M-02","Siang",0,"Preventive OK",0,0,0,831
2026-02-20,"M-03","Malam",0,"Preventive OK",0,0,0,761
2026-02-20,"M-03","Pagi",0,"Preventive OK",0,0,0,790
2026-02-20,"M-03","Siang",0,"Preventive OK",0,0,0,796
2026-02-20,"M-04","Malam",1,"Tool Wear",13,0,13,889
2026-02-20,"M-04","Pagi",0,"Preventive OK",0,0,0,750
2026-02-20,"M-04","Siang",0,"Preventive OK",0,0,0,876
2026-02-20,"M-05","Malam",0,"Preventive OK",0,0,0,418
2026-02-20,"M-05","Pagi",0,"Preventive OK",0,0,0,393
2026-02-20,"M-05","Siang",0,"Preventive OK",0,0,0,423
2026-02-20,"M-06","Malam",0,"Preventive OK",0,0,0,381
2026-02-20,"M-06","Pagi",0,"Preventive OK",0,0,0,408
2026-02-20,"M-06","Siang",0,"Preventive OK",0,0,0,398
2026-02-21,"M-01","Malam",0,"Preventive OK",0,0,0,754
2026-02-21,"M-01","Pagi",0,"Preventive OK",0,0,0,1005
2026-02-21,"M-01","Siang",0,"Preventive OK",0,0,0,944
2026-02-21,"M-02","Malam",0,"Preventive OK",0,0,0,857
2026-02-21,"M-02","Pagi",0,"Preventive OK",0,0,0,848
2026-02-21,"M-02","Siang",0,"Preventive OK",0,0,0,929
2026-02-21,"M-03","Malam",1,"Tool Wear",21,0,21,873
2026-02-21,"M-03","Pagi",0,"Preventive OK",0,0,0,887
2026-02-21,"M-03","Siang",0,"Preventive OK",0,0,0,758
2026-02-21,"M-04","Malam",0,"Preventive OK",0,0,0,877
2026-02-21,"M-04","Pagi",0,"Preventive OK",0,0,0,764
2026-02-21,"M-04","Siang",0,"Preventive OK",0,0,0,902
2026-02-21,"M-05","Malam",1,"Tool Wear",35,0,35,396
2026-02-21,"M-05","Pagi",0,"Preventive OK",0,0,0,362
2026-02-21,"M-05","Siang",0,"Preventive OK",0,0,0,426
2026-02-21,"M-06","Malam",0,"Preventive OK",0,0,0,420
2026-02-21,"M-06","Pagi",0,"Preventive OK",0,0,0,418
2026-02-21,"M-06","Siang",0,"Preventive OK",0,0,0,400
2026-02-23,"M-01","Malam",0,"Preventive OK",0,30,30,792
2026-02-23,"M-01","Pagi",0,"Preventive OK",0,30,30,758
2026-02-23,"M-01","Siang",0,"Preventive OK",0,30,30,745
2026-02-23,"M-02","Malam",0,"Preventive OK",0,30,30,726
2026-02-23,"M-02","Pagi",0,"Preventive OK",0,30,30,767
2026-02-23,"M-02","Siang",0,"Preventive OK",0,30,30,794
2026-02-23,"M-03","Malam",0,"Preventive OK",0,30,30,928
2026-02-23,"M-03","Pagi",0,"Preventive OK",0,30,30,782
2026-02-23,"M-03","Siang",0,"Preventive OK",0,30,30,881
2026-02-23,"M-04","Malam",0,"Preventive OK",0,30,30,809
2026-02-23,"M-04","Pagi",0,"Preventive OK",0,30,30,724
2026-02-23,"M-04","Siang",0,"Preventive OK",0,30,30,891
2026-02-23,"M-05","Malam",0,"Preventive OK",0,30,30,372
2026-02-23,"M-05","Pagi",0,"Preventive OK",0,30,30,416
2026-02-23,"M-05","Siang",1,"Tool Wear",26,30,56,351
2026-02-23,"M-06","Malam",0,"Preventive OK",0,30,30,417
2026-02-23,"M-06","Pagi",0,"Preventive OK",0,30,30,377
2026-02-23,"M-06","Siang",0,"Preventive OK",0,30,30,401
2026-02-24,"M-01","Malam",0,"Preventive OK",0,0,0,848
2026-02-24,"M-01","Pagi",0,"Preventive OK",0,0,0,918
2026-02-24,"M-01","Siang",0,"Preventive OK",0,0,0,751
2026-02-24,"M-02","Malam",1,"Bearing Failure",42,0,42,702
2026-02-24,"M-02","Pagi",0,"Preventive OK",0,0,0,788
